,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,item,condition,sentence,target,alternative,model 0 correct (max),model 0 correct (sample),model 0 target score,model 0 alternative score,model 1 correct (max),model 1 correct (sample),model 1 target score,model 1 alternative score,model 2 correct (max),model 2 correct (sample),model 2 target score,model 2 alternative score,model 3 correct (max),model 3 correct (sample),model 3 target score,model 3 alternative score,model 4 correct (max),model 4 correct (sample),model 4 target score,model 4 alternative score,rnng target score,rnng alternative score,model correct (max),lstm 0 correct (max),lstm 0 correct (sample),lstm 0 target score,lstm 0 alternative score,lstm 1 correct (max),lstm 1 correct (sample),lstm 1 target score,lstm 1 alternative score,lstm 2 correct (max),lstm 2 correct (sample),lstm 2 target score,lstm 2 alternative score,lstm 3 correct (max),lstm 3 correct (sample),lstm 3 target score,lstm 3 alternative score,lstm 4 correct (max),lstm 4 correct (sample),lstm 4 target score,lstm 4 alternative score,rnng 0 target score,rnng 0 alternative score,rnng 0 correct (max),rnng 0 correct (sample),rnng 1 target score,rnng 1 alternative score,rnng 1 correct (max),rnng 1 correct (sample),rnng 2 target score,rnng 2 alternative score,rnng 2 correct (max),rnng 2 correct (sample),rnng 3 target score,rnng 3 alternative score,rnng 3 correct (max),rnng 3 correct (sample),rnng 4 target score,rnng 4 alternative score,rnng 4 correct (max),rnng 4 correct (sample)
64,64,64,64,64,Franck_8_SSS,SSS,The gift for the daughter of the visitor,is,are,100,96.48725477228834,-3.232364654541016,-6.545377731323242,100,96.56029092488028,-3.64697265625,-6.981753349304199,100,97.52263323482369,-4.240159988403319,-7.913048267364503,100,97.2351742686775,-3.3069753646850586,-6.8671302795410165,100,97.51214310481815,-2.1383600234985347,-5.806915283203125,-60.6746,-66.5966,100,100,96.48725477228834,-3.232364654541016,-6.545377731323242,100,96.56029092488028,-3.64697265625,-6.981753349304199,100,97.52263323482367,-4.240159988403319,-7.913048267364503,100,97.2351742686775,-3.3069753646850586,-6.8671302795410165,100,97.51214310481815,-2.1383600234985347,-5.806915283203125,-60.6746,-66.5966,100,99.73273271791294,-66.6741,-70.9017,100,98.5622373360127,-62.1041,-63.557,100,81.04443456153332,-67.501,-71.898,100,98.78355683493261,-68.124,-72.6185,100,98.89531320836296
65,65,65,65,65,Franck_8_SSP,SSP,The gift for the daughter of the visitors,is,are,100,84.22566702980667,-3.5296707153320312,-5.20478630065918,100,72.639300945182,-3.927847862243652,-4.904246330261231,100,76.73958254683959,-4.4247779846191415,-5.6184425354003915,100,85.91022742181839,-3.76656436920166,-5.574418067932129,100,94.15331108816393,-2.784997940063477,-5.564046859741211,-62.617,-67.5494,100,100,84.22566702980667,-3.5296707153320312,-5.20478630065918,100,72.639300945182,-3.927847862243652,-4.904246330261231,100,76.73958254683959,-4.4247779846191415,-5.6184425354003915,100,85.91022742181839,-3.76656436920166,-5.574418067932129,100,94.15331108816393,-2.784997940063477,-5.564046859741211,-62.617,-67.5494,100,99.28424198180666,-70.1512,-73.0137,100,94.5961238526053,-60.0619,-60.5499,100,61.963517040717896,-65.7022,-67.8734,100,89.7633284507235,-67.3111,-67.0452,0,43.39139146036249
66,66,66,66,66,Franck_8_SPS,SPS,The gift for the daughters of the visitor,is,are,100,95.98127046253198,-2.657024383544922,-5.830211639404298,100,87.28077790092672,-3.1530494689941406,-5.079065322875977,100,90.02851144522505,-3.799483299255371,-5.999879837036133,100,93.39776313562064,-2.5847692489624023,-5.234228134155273,100,94.2846022095687,-1.9916830062866209,-4.79483699798584,-59.6027,-63.7246,100,100,95.98127046253198,-2.657024383544922,-5.830211639404298,100,87.28077790092672,-3.1530494689941406,-5.079065322875977,100,90.02851144522505,-3.799483299255371,-5.999879837036133,100,93.39776313562065,-2.5847692489624023,-5.234228134155273,100,94.2846022095687,-1.9916830062866209,-4.79483699798584,-59.6027,-63.7246,100,98.40450099229332,-65.7763,-70.6742,100,99.25930352026006,-63.3861,-63.3109,0,48.1208854555412,-65.2878,-67.2734,100,87.92768605385726,-63.3221,-65.8425,100,92.55596191299294
67,67,67,67,67,Franck_8_SPP,SPP,The gift for the daughters of the visitors,is,are,100,86.52328678674819,-2.935382843017578,-4.794833183288574,100,68.15148490348875,-3.6051959991455083,-4.365938186645509,100,59.333662460036784,-4.013272285461427,-4.3910484313964835,100,81.56616183515632,-3.057145118713379,-4.544371604919434,100,91.24967166885428,-2.391371726989746,-4.735879898071289,-58.0979,-61.6834,100,100,86.52328678674819,-2.935382843017578,-4.794833183288574,100,68.15148490348875,-3.6051959991455083,-4.365938186645509,100,59.333662460036784,-4.013272285461427,-4.3910484313964835,100,81.56616183515632,-3.057145118713379,-4.544371604919434,100,91.24967166885428,-2.391371726989746,-4.735879898071289,-58.0979,-61.6834,100,97.30250193064288,-66.3765,-69.1297,100,94.00938196034505,-59.2246,-58.7264,0,37.79637686284102,-61.4356,-61.7098,100,56.812370685713674,-59.1393,-58.5329,0,35.288084329821544
68,68,68,68,68,Franck_8_PSS,PSS,The gifts for the daughter of the visitor,are,is,100,94.7427522211835,-2.3583459854125977,-5.249903678894043,100,91.27150894396631,-2.598109245300293,-4.945355415344238,100,90.34870572237558,-3.455363273620605,-5.691947937011719,100,85.19756548893402,-3.5376253128051762,-5.287806510925293,100,88.07744468115669,-2.0176954269409184,-4.01747989654541,-64.6321,-60.81399999999999,0,100,94.7427522211835,-2.3583459854125977,-5.249903678894043,100,91.27150894396631,-2.598109245300293,-4.945355415344238,100,90.34870572237558,-3.455363273620605,-5.691947937011719,100,85.19756548893402,-3.5376253128051762,-5.287806510925293,100,88.07744468115669,-2.0176954269409184,-4.01747989654541,-64.6321,-60.814,0,2.149722007294177,-64.1162,-60.3121,0,2.179369256577028,-65.2959,-64.0031,0,21.537925884592727,-69.5984,-69.2962,0,42.5019763183809,-68.5769,-63.5761,0,0.6687534577305357
69,69,69,69,69,Franck_8_PSP,PSP,The gifts for the daughter of the visitors,are,is,100,93.59708122505468,-2.6215839385986333,-5.3038291931152335,100,98.14806006799463,-2.402409553527832,-6.372653007507324,100,95.10695330817872,-3.3241863250732417,-6.291373252868652,100,92.46140736840984,-3.5852279663085938,-6.0919837951660165,100,80.36258412522302,-2.5368518829345703,-3.9459638595581055,-65.574,-63.3334,0,100,93.59708122505468,-2.6215839385986333,-5.3038291931152335,100,98.14806006799463,-2.402409553527832,-6.372653007507324,100,95.10695330817872,-3.3241863250732417,-6.291373252868652,100,92.46140736840984,-3.5852279663085938,-6.0919837951660165,100,80.36258412522302,-2.5368518829345703,-3.9459638595581055,-65.574,-63.3334,0,9.616337948288972,-65.3515,-62.5191,0,5.559824644511136,-62.7711,-62.3995,0,40.815446180824104,-66.61,-67.8926,100,78.28920289191413,-63.2081,-62.7313,0,38.300804281186466
70,70,70,70,70,Franck_8_PPS,PPS,The gifts for the daughters of the visitor,are,is,100,95.14100446725456,-2.0921487808227544,-5.0666770935058585,100,91.4304321141743,-2.4019546508789062,-4.769315719604492,100,95.06240831639737,-2.854125022888184,-5.81178092956543,100,90.57428449533812,-2.8490610122680664,-5.1117897033691415,100,92.17370422845207,-1.7168302536010742,-4.183015823364259,-63.7476,-61.8201,0,100,95.14100446725456,-2.0921487808227544,-5.0666770935058585,100,91.4304321141743,-2.4019546508789062,-4.769315719604492,100,95.06240831639737,-2.854125022888184,-5.81178092956543,100,90.57428449533812,-2.8490610122680664,-5.1117897033691415,100,92.17370422845207,-1.7168302536010742,-4.183015823364259,-63.7476,-61.8201,0,12.702755060196422,-63.5975,-59.5025,0,1.6382877236277231,-64.6531,-64.7797,100,53.16077949536,-67.918,-69.6713,100,85.23685451715922,-65.6439,-63.0911,0,7.22386039261951
71,71,71,71,71,Franck_8_PPP,PPP,The gifts for the daughters of the visitors,are,is,100,92.09183307373009,-2.4143829345703125,-4.8692731857299805,100,97.57521910984028,-2.358585357666016,-6.053467750549316,100,96.62832127425855,-2.7623291015625,-6.117790222167969,100,95.61230774004636,-2.8207187652587886,-5.902216911315918,100,83.23478043453576,-2.0923290252685547,-3.694687843322754,-61.1638,-62.0063,100,100,92.09183307373009,-2.4143829345703125,-4.8692731857299805,100,97.57521910984028,-2.358585357666016,-6.053467750549316,100,96.62832127425855,-2.7623291015625,-6.117790222167969,100,95.61230774004636,-2.8207187652587886,-5.902216911315918,100,83.23478043453576,-2.0923290252685547,-3.694687843322754,-61.1638,-62.0063,100,69.8991483509046,-62.3713,-60.1675,0,9.940976650076944,-61.2465,-62.0361,100,68.77454363740375,-63.5167,-65.8537,100,91.18953561700224,-58.3487,-58.9127,100,63.73775569816998
72,72,72,72,72,Franck_9_SSS,SSS,The helicopter for the flight over the canyon,is,are,100,97.67905065360307,-2.3312158584594727,-6.070926666259768,100,95.23964352176044,-2.757881164550781,-5.753954887390138,100,98.06644192418884,-3.272294044494629,-7.198577404022218,100,97.64163247665148,-2.7745237350463867,-6.4978580474853525,100,94.78626801895126,-2.9042530059814453,-5.804581642150879,-60.3328,-67.5933,100,100,97.67905065360307,-2.3312158584594727,-6.0709266662597665,100,95.23964352176044,-2.757881164550781,-5.753954887390138,100,98.06644192418884,-3.272294044494629,-7.198577404022218,100,97.64163247665148,-2.7745237350463867,-6.4978580474853525,100,94.78626801895126,-2.9042530059814453,-5.804581642150879,-63.1582,-67.5933,100,98.82849878927878,-64.4008,-67.705,100,96.4572614706804,-55.7866,-58.8668,100,95.60685856591536,-58.8013,-61.1102,100,90.96114557368978,-54.3261,-56.908,100,92.9687570874276
73,73,73,73,73,Franck_9_SSP,SSP,The helicopter for the flight over the canyons,is,are,100,89.5234746832173,-2.786722183227539,-4.932085990905762,100,69.61661367545527,-3.896682739257813,-4.725790023803711,100,61.50004722525581,-3.896832466125488,-4.365213394165038,100,78.06022328024666,-3.9514741897583012,-5.220653533935547,100,71.2681539093179,-3.7467317581176762,-4.65517520904541,-60.7781,-64.4397,100,100,89.5234746832173,-2.786722183227539,-4.932085990905762,100,69.61661367545527,-3.896682739257813,-4.725790023803711,100,61.50004722525581,-3.896832466125488,-4.365213394165038,100,78.06022328024666,-3.9514741897583012,-5.220653533935547,100,71.2681539093179,-3.7467317581176762,-4.65517520904541,-60.7781,-66.3383,100,99.61667436767864,-63.6121,-65.749,100,89.44382709760501,-57.3056,-59.465,100,89.65439100248335,-59.6008,-60.1652,100,63.74700028632076,-55.65,-56.2438,100,64.42365663596591
74,74,74,74,74,Franck_9_SPS,SPS,The helicopter for the flights over the canyon,is,are,100,96.60574415600183,-2.1033868789672847,-5.451940536499023,100,92.16752411312628,-2.7697019577026367,-5.235031127929688,100,95.372451658028,-3.3892898559570312,-6.41505241394043,100,96.53890645848496,-2.5686330795288086,-5.896994590759277,100,88.6942067498372,-2.724283218383789,-4.784162521362305,-59.7169,-63.1212,100,100,96.60574415600183,-2.1033868789672847,-5.451940536499023,100,92.16752411312629,-2.7697019577026367,-5.235031127929688,100,95.372451658028,-3.3892898559570312,-6.41505241394043,100,96.53890645848496,-2.5686330795288086,-5.896994590759277,100,88.6942067498372,-2.724283218383789,-4.784162521362305,-59.7169,-63.1212,100,96.78386509818311,-61.3137,-63.8411,100,92.60404778021555,-56.8991,-58.2478,100,79.39170128412185,-59.7456,-61.7162,100,87.76755444853515,-57.0514,-57.4141,100,58.96938704325824
75,75,75,75,75,Franck_9_SPP,SPP,The helicopter for the flights over the canyons,is,are,100,88.299510226112,-2.5831546783447266,-4.6042585372924805,100,57.67531384055978,-4.1516876220703125,-4.461146354675293,100,56.646357971245784,-3.8965740203857417,-4.164011001586913,100,76.75837068770261,-3.551948547363281,-4.746665954589844,100,64.456798650656,-3.40213680267334,-3.997383117675781,-58.6262,-60.9404,100,100,88.299510226112,-2.5831546783447266,-4.6042585372924805,100,57.67531384055978,-4.1516876220703125,-4.461146354675293,100,56.646357971245784,-3.8965740203857417,-4.164011001586913,100,76.75837068770261,-3.551948547363281,-4.746665954589844,100,64.456798650656,-3.40213680267334,-3.997383117675781,-58.6262,-60.9404,100,91.00462685794155,-60.8908,-62.7669,100,86.71625218367006,-57.0775,-58.2397,100,76.1732236450758,-60.6879,-61.8389,100,75.96935236294502,-58.567,-57.4952,0,25.506092468120546
76,76,76,76,76,Franck_9_PSS,PSS,The helicopters for the flight over the canyon,are,is,100,88.81683251670384,-2.289925575256348,-4.362092018127441,100,89.74440034411562,-2.7936182022094727,-4.962759971618652,100,84.35221113421389,-3.3195295333862305,-5.0042009353637695,100,89.97155450607531,-2.343733787536621,-4.537801742553711,0,40.66325409698049,-3.6043100357055664,-3.2264060974121094,-66.6607,-59.8568,0,100,88.81683251670384,-2.289925575256348,-4.362092018127441,100,89.74440034411562,-2.7936182022094727,-4.962759971618652,100,84.35221113421389,-3.3195295333862305,-5.0042009353637695,100,89.97155450607531,-2.343733787536621,-4.537801742553711,0,40.66325409698049,-3.6043100357055664,-3.2264060974121094,-66.6607,-61.9178,0,0.8638074336308766,-66.1754,-66.6079,100,60.64704870683014,-60.3412,-57.9272,0,8.211133749043064,-58.7654,-62.7801,100,98.22716004346957,-65.2296,-62.1957,0,4.5917668125366475
77,77,77,77,77,Franck_9_PSP,PSP,The helicopters for the flight over the canyons,are,is,100,86.57528941261404,-2.837294578552246,-4.701211929321289,100,97.08715357525313,-2.9753122329711914,-6.481790542602539,100,95.56660477711071,-2.8284215927124023,-5.899079322814941,100,94.2705150639908,-2.85443115234375,-5.6549739837646475,100,68.77608763558119,-3.0956268310546875,-3.885298728942871,-65.3371,-60.274,0,100,86.57528941261404,-2.837294578552246,-4.701211929321289,100,97.08715357525313,-2.9753122329711914,-6.481790542602539,100,95.56660477711071,-2.8284215927124023,-5.899079322814941,100,94.2705150639908,-2.85443115234375,-5.6549739837646475,100,68.77608763558119,-3.0956268310546875,-3.885298728942871,-64.1302,-60.274,0,2.071022601154233,-64.5086,-66.6014,100,89.02014048165692,-60.9596,-59.837,0,24.552932878835694,-60.5066,-63.5914,100,95.62613874850514,-64.3342,-63.232,0,24.932790766450548
78,78,78,78,78,Franck_9_PPS,PPS,The helicopters for the flights over the canyon,are,is,100,86.03138026639509,-2.233492851257324,-4.0513916015625,100,88.72198626822856,-2.8603115081787114,-4.922964096069336,100,88.21815727096462,-3.230818748474121,-5.244071960449219,100,87.91833413236799,-2.4818172454833984,-4.466536521911621,100,74.49668424132514,-2.9472484588623047,-4.019194602966309,-60.1661,-56.299,0,100,86.03138026639509,-2.233492851257324,-4.0513916015625,100,88.72198626822856,-2.8603115081787114,-4.922964096069336,100,88.21815727096462,-3.230818748474121,-5.244071960449219,100,87.91833413236799,-2.4818172454833984,-4.466536521911621,100,74.49668424132514,-2.9472484588623047,-4.019194602966309,-60.1661,-56.299,0,2.049031077613207,-62.1907,-63.2343,100,73.95440309989584,-59.6434,-58.47,0,23.624096823815396,-60.1257,-64.6069,100,98.8806882869093,-64.1812,-63.1571,0,26.422954000238775
79,79,79,79,79,Franck_9_PPP,PPP,The helicopters for the flights over the canyons,are,is,100,83.18461584687714,-2.7821168899536133,-4.380885124206543,100,96.8458580984692,-3.0893993377685547,-6.513803482055664,100,96.16848793885471,-2.8288164138793945,-6.051658630371094,100,93.26728201451373,-2.800457000732422,-5.428947448730469,100,86.02403235083106,-2.6396846771240234,-4.456972122192383,-57.5528,-54.9445,0,100,83.18461584687714,-2.7821168899536133,-4.380885124206543,100,96.8458580984692,-3.0893993377685547,-6.513803482055664,100,96.16848793885471,-2.8288164138793945,-6.051658630371094,100,93.26728201451373,-2.800457000732422,-5.428947448730469,100,86.02403235083106,-2.6396846771240234,-4.456972122192383,-57.5528,-54.9445,0,6.8606152984349675,-60.913,-62.8873,100,87.80722260875908,-59.473,-59.1133,0,41.10321894210486,-60.6326,-65.639,100,99.33495625871497,-63.9657,-64.3581,100,59.68603166849435
80,80,80,80,80,Franck_10_SSS,SSS,The lesson about the government of the country,is,are,100,98.17998898247255,-1.9659385681152344,-5.9538984298706055,100,98.96528313954063,-1.8779430389404297,-6.438584327697754,100,98.18946508752958,-2.7256460189819336,-6.7189226150512695,100,98.90302256865702,-1.7040901184082031,-6.205671310424805,100,97.43052978338928,-2.0378694534301762,-5.673309326171875,-59.5086,-64.6019,100,100,98.17998898247255,-1.9659385681152344,-5.9538984298706055,100,98.96528313954063,-1.8779430389404297,-6.438584327697754,100,98.18946508752958,-2.7256460189819336,-6.7189226150512695,100,98.90302256865702,-1.7040901184082031,-6.205671310424805,100,97.43052978338928,-2.0378694534301762,-5.673309326171875,-59.5086,-64.6019,100,99.38997100293398,-56.7614,-60.9092,100,98.4446594003499,-56.5237,-60.3808,100,97.93080192982084,-58.8547,-62.8733,100,98.23393878534908,-58.4864,-60.9594,100,92.22272101586462
81,81,81,81,81,Franck_10_SSP,SSP,The lesson about the government of the countries,is,are,100,91.51231456713116,-2.515488624572754,-4.893345832824707,100,90.57770348695456,-3.0405302047729488,-5.303659439086914,100,93.25609882006434,-3.2777070999145512,-5.904417991638184,100,92.19806453520413,-3.0123500823974614,-5.481917381286621,100,90.45007130966162,-2.992569923400879,-5.24083423614502,-64.4949,-67.6716,100,100,91.51231456713116,-2.515488624572754,-4.893345832824707,100,90.57770348695456,-3.0405302047729488,-5.303659439086914,100,93.25609882006434,-3.2777070999145512,-5.904417991638184,100,92.19806453520413,-3.0123500823974614,-5.481917381286621,100,90.45007130966162,-2.992569923400879,-5.24083423614502,-64.4949,-67.6716,100,95.99479805268287,-62.4912,-64.6772,100,89.89852426047766,-62.1564,-63.6619,100,81.8393349323164,-63.8357,-65.854,100,88.27051110490768,-63.289,-62.8769,0,39.84086876022298
82,82,82,82,82,Franck_10_SPS,SPS,The lesson about the governments of the country,is,are,100,95.47048192362499,-2.584099769592285,-5.632301330566406,100,95.48190821503049,-2.5756425857543945,-5.626489639282227,100,93.45754594515259,-2.832528114318848,-5.49172306060791,100,95.44989159082176,-2.3248023986816406,-5.368252754211426,100,96.19826991240568,-2.2715206146240234,-5.5024757385253915,-60.6072,-64.766,100,100,95.47048192362499,-2.584099769592285,-5.632301330566406,100,95.48190821503049,-2.5756425857543945,-5.626489639282227,100,93.45754594515259,-2.832528114318848,-5.49172306060791,100,95.44989159082175,-2.3248023986816406,-5.368252754211426,100,96.19826991240568,-2.2715206146240234,-5.5024757385253915,-60.6072,-64.766,100,98.4614126023876,-57.0285,-60.047,100,95.34029321164726,-59.0213,-60.9537,100,87.35148256896524,-58.944,-62.8994,100,98.12088625822736,-57.8976,-56.1944,0,15.40477886578297
83,83,83,83,83,Franck_10_SPP,SPP,The lesson about the governments of the countries,is,are,100,82.3655817653517,-3.201312065124512,-4.742627143859863,100,74.29651779672636,-3.9509801864624015,-5.012417793273926,100,86.49686532288266,-3.0976953506469727,-4.95488166809082,100,87.04755991099775,-3.367645263671875,-5.272815704345703,100,83.22635475360961,-3.48348331451416,-5.085238456726074,-65.2571,-67.6994,100,100,82.3655817653517,-3.201312065124512,-4.742627143859863,100,74.29651779672636,-3.9509801864624015,-5.012417793273926,100,86.49686532288266,-3.0976953506469727,-4.95488166809082,100,87.04755991099775,-3.367645263671875,-5.272815704345703,100,83.22635475360961,-3.48348331451416,-5.085238456726074,-65.2571,-67.6994,100,91.99965381284409,-62.182,-63.603,100,80.54951369940119,-64.0587,-64.6295,100,63.89477504741671,-63.878,-65.6927,100,85.99289529292743,-62.5761,-60.4375,0,10.540132525487472
84,84,84,84,84,Franck_10_PSS,PSS,The lessons about the government of the country,are,is,100,97.50458504764677,-2.138238906860352,-5.803683280944824,100,82.46696876417585,-2.667122840881348,-4.215434074401856,100,91.34083711695658,-2.641129493713379,-4.997109413146973,100,89.78065576904457,-2.986560821533203,-5.159647941589356,100,88.93507557748902,-1.815400123596192,-3.8995265960693364,-59.5251,-57.021,0,100,97.50458504764677,-2.138238906860352,-5.803683280944824,100,82.46696876417585,-2.667122840881348,-4.215434074401856,100,91.34083711695658,-2.641129493713379,-4.997109413146973,100,89.78065576904457,-2.986560821533203,-5.159647941589356,100,88.93507557748902,-1.8154001235961916,-3.8995265960693364,-59.5251,-57.021,0,7.55712541441248,-58.3767,-59.7652,100,80.03526687198938,-56.2959,-57.3456,100,74.07172867867239,-55.8981,-59.8472,100,98.10923501541103,-53.8433,-52.3253,0,17.975621839874677
85,85,85,85,85,Franck_10_PSP,PSP,The lessons about the government of the countries,are,is,100,94.8369198701801,-2.807626724243164,-5.718252182006836,100,91.15044926985672,-3.425079345703125,-5.757224082946777,100,91.62820562736441,-3.4173870086669917,-5.810257911682129,100,89.2207539649786,-4.1307430267333975,-6.244234085083008,100,80.51794542546303,-2.782928466796875,-4.2019147872924805,-62.2801,-62.8812,100,100,94.8369198701801,-2.807626724243164,-5.718252182006836,100,91.15044926985672,-3.425079345703125,-5.757224082946777,100,91.62820562736441,-3.4173870086669917,-5.810257911682129,100,89.2207539649786,-4.1307430267333975,-6.244234085083008,100,80.51794542546303,-2.782928466796875,-4.2019147872924805,-62.2801,-62.8812,100,64.59079285495116,-62.6068,-67.2666,100,99.06204530054359,-60.3278,-63.129,100,94.2740635402585,-60.755,-66.3287,100,99.62179504962873,-56.9769,-59.2105,100,90.32264863593691
86,86,86,86,86,Franck_10_PPS,PPS,The lessons about the governments of the country,are,is,100,97.41244746727725,-2.654735565185547,-6.282977104187013,100,75.20543662435742,-3.4097957611083984,-4.519394874572754,100,93.33814311499523,-2.6865711212158203,-5.326401710510254,100,91.33797036811993,-3.4332408905029297,-5.788858413696289,100,73.73412386864388,-2.420865058898926,-3.4530601501464844,-59.7396,-58.5922,0,100,97.41244746727725,-2.654735565185547,-6.282977104187013,100,75.20543662435742,-3.4097957611083984,-4.519394874572754,100,93.33814311499523,-2.6865711212158203,-5.326401710510254,100,91.33797036811993,-3.4332408905029297,-5.788858413696289,100,73.73412386864388,-2.420865058898926,-3.4530601501464844,-59.7396,-58.5922,0,24.096430404663337,-59.1466,-61.9887,100,94.49088821906334,-56.7929,-59.188,100,91.64528900376557,-57.8587,-62.4062,100,98.95173936747109,-50.5045,-53.086,100,92.96614189431823
87,87,87,87,87,Franck_10_PPP,PPP,The lessons about the governments of the countries,are,is,100,96.93592568698216,-3.0673208236694336,-6.521625518798827,100,92.12143912854805,-3.850641250610352,-6.309603691101074,100,92.38895218777071,-3.225499153137207,-5.721905708312987,100,94.95032767308777,-3.984893798828125,-6.918924331665039,100,74.41493606283849,-3.152626037597656,-4.220273971557616,-63.1033,-65.2608,100,100,96.93592568698216,-3.0673208236694336,-6.521625518798827,100,92.12143912854805,-3.850641250610352,-6.309603691101074,100,92.38895218777071,-3.225499153137207,-5.721905708312987,100,94.95032767308777,-3.984893798828125,-6.918924331665039,100,74.41493606283849,-3.152626037597656,-4.220273971557616,-63.1033,-65.2608,100,89.63675466377158,-62.7913,-68.8444,100,99.76549482420299,-60.5415,-64.2637,100,97.6390190282877,-61.2043,-67.0092,100,99.69962934214328,-55.82,-58.9006,100,95.60853831726726
88,88,88,88,88,Franck_11_SSS,SSS,The letter from the friend of my cousin,is,are,100,98.06141651302065,-5.499319076538086,-9.422955513000488,100,96.87122705181419,-4.434706687927246,-7.867448329925537,100,99.07923874948172,-4.894390106201172,-9.572864532470703,100,97.65752457048548,-3.6989154815673833,-7.429173946380615,100,96.55000859365973,-4.030196189880371,-7.3618855476379395,-63.4382,-69.3397,100,100,98.06141651302065,-5.499319076538086,-9.422955513000488,100,96.87122705181419,-4.434706687927246,-7.867448329925537,100,99.07923874948172,-4.894390106201172,-9.572864532470703,100,97.65752457048548,-3.6989154815673833,-7.429173946380615,100,96.55000859365973,-4.030196189880371,-7.3618855476379395,-63.4382,-69.3397,100,99.72721229359112,-63.6846,-66.4615,100,94.14147037495891,-65.3985,-68.3238,100,94.90830290302732,-64.9377,-72.2784,100,99.93518240599862,-63.7839,-69.1066,100,99.51441333896332
89,89,89,89,89,Franck_11_SSP,SSP,The letter from the friend of my cousins,is,are,100,92.82740818066908,-5.182610511779785,-7.743085384368896,100,76.52111391690437,-4.516074180603027,-5.697539329528809,100,96.40905419734123,-3.9777498245239262,-7.267934322357178,100,92.81736601720313,-3.4050827026367188,-5.96405029296875,100,86.95386616346144,-3.212845802307129,-5.109731674194336,-66.1431,-69.8692,100,100,92.82740818066908,-5.182610511779785,-7.743085384368896,100,76.52111391690437,-4.516074180603027,-5.697539329528809,100,96.40905419734123,-3.9777498245239262,-7.267934322357178,100,92.81736601720313,-3.4050827026367188,-5.96405029296875,100,86.95386616346144,-3.212845802307129,-5.109731674194336,-66.1431,-69.8692,100,97.64799277516855,-66.5178,-69.3508,100,94.44332494047154,-65.7467,-68.3453,100,93.0771423669878,-68.5765,-73.8745,100,99.50233042923983,-66.2648,-70.7016,100,98.83046537737239
90,90,90,90,90,Franck_11_SPS,SPS,The letter from the friends of my cousin,is,are,100,96.97894645850752,-5.137007713317871,-8.60589599609375,100,94.5245944422534,-4.2816972732543945,-7.130290985107423,100,97.2596911674701,-5.104904174804688,-8.67421817779541,100,95.41534208828993,-4.0337114334106445,-7.069235324859619,100,92.59803651331076,-3.9333400726318373,-6.45986270904541,-62.5101,-67.7507,100,100,96.97894645850752,-5.137007713317871,-8.60589599609375,100,94.5245944422534,-4.2816972732543945,-7.130290985107423,100,97.2596911674701,-5.104904174804688,-8.67421817779541,100,95.41534208828993,-4.0337114334106445,-7.069235324859619,100,92.59803651331076,-3.9333400726318364,-6.45986270904541,-62.5101,-67.7507,100,99.47308335481456,-66.6808,-69.0021,100,91.06257995490029,-66.2202,-68.5078,100,90.78448563363887,-66.6802,-74.0242,100,99.93539581355483,-63.8037,-66.906,100,95.69875181693789
91,91,91,91,91,Franck_11_SPP,SPP,The letter from the friends of my cousins,is,are,100,91.37020188877753,-4.179205894470215,-6.5389041900634775,100,60.55510037440585,-4.501152992248535,-4.929801940917969,100,87.65837266327559,-4.0244808197021475,-5.984950065612793,100,80.97556729021406,-3.8829736709594727,-5.33139705657959,100,75.42682619536805,-3.296817779541016,-4.418325424194336,-66.1347,-69.6709,100,100,91.37020188877753,-4.179205894470215,-6.5389041900634775,100,60.55510037440585,-4.501152992248535,-4.929801940917969,100,87.6583726632756,-4.0244808197021475,-5.984950065612793,100,80.97556729021406,-3.8829736709594727,-5.33139705657959,100,75.42682619536805,-3.296817779541016,-4.418325424194336,-66.1347,-69.6709,100,97.17004039537385,-70.0066,-72.5862,100,92.95370744474893,-66.3731,-67.5501,100,76.44079670991893,-70.1156,-75.059,100,99.29201673853262,-67.4204,-69.1244,100,84.6056436145148
92,92,92,92,92,Franck_11_PSS,PSS,The letters from the friend of my cousin,are,is,100,92.85252813726528,-4.3840293884277335,-6.9482831954956055,100,80.90957391932926,-4.955612182617188,-6.399757385253906,100,81.75411903438892,-5.28061580657959,-6.780392646789551,100,60.7249972100698,-4.579784393310547,-5.015551567077637,100,75.49785023175153,-5.126824378967285,-6.252167701721191,-70.1257,-65.3165,0,100,92.85252813726528,-4.3840293884277335,-6.9482831954956055,100,80.90957391932926,-4.955612182617188,-6.399757385253906,100,81.75411903438892,-5.28061580657959,-6.780392646789551,100,60.7249972100698,-4.579784393310547,-5.015551567077637,100,75.49785023175153,-5.126824378967285,-6.252167701721191,-70.1257,-65.3165,0,0.8088424501660809,-64.812,-63.3557,0,18.903388297451404,-67.8002,-67.7616,0,49.03511979976729,-64.018,-66.4742,100,92.10136642392682,-72.2103,-67.7473,0,1.1396354103938677
