,Unnamed: 0,item,condition,sentence,target,alternative,lstm 0 correct (max),lstm 0 correct (sample),lstm 0 target score,lstm 0 alternative score,lstm 1 correct (max),lstm 1 correct (sample),lstm 1 target score,lstm 1 alternative score,lstm 2 correct (max),lstm 2 correct (sample),lstm 2 target score,lstm 2 alternative score,lstm 3 correct (max),lstm 3 correct (sample),lstm 3 target score,lstm 3 alternative score,lstm 4 correct (max),lstm 4 correct (sample),lstm 4 target score,lstm 4 alternative score,rnng 0 target score,rnng 0 alternative score,rnng 0 correct (max),rnng 0 correct (sample),rnng 1 target score,rnng 1 alternative score,rnng 1 correct (max),rnng 1 correct (sample),rnng 2 target score,rnng 2 alternative score,rnng 2 correct (max),rnng 2 correct (sample),rnng 3 target score,rnng 3 alternative score,rnng 3 correct (max),rnng 3 correct (sample),rnng 4 target score,rnng 4 alternative score,rnng 4 correct (max),rnng 4 correct (sample)
44,44,Bock1992_5_ps_prop,ps_prop,The confessions of the famous television preacher,are,is,100,94.39266150263599,-4.659161567687988,-7.482548713684082,100,69.11602439268965,-5.787050247192383,-6.592599391937256,100,86.36617928911456,-5.286178588867188,-7.132221221923827,100,84.11735613714399,-6.1184425354003915,-7.785428524017334,100,75.31774320596665,-4.646991729736328,-5.762622833251952,-58.7256,-53.473,0,0.5206641569952808,-59.2133,-55.9805,0,3.7949887569165424,-57.0359,-52.4113,0,0.9712322924560519,-61.9238,-57.3736,0,1.045463696181913,-60.8795,-57.5759,0,3.5447894380755587
45,45,Bock1992_5_ps_rc,ps_rc,The confessions that involved the television preacher,are,is,100,95.02993230053663,-3.946990966796875,-6.897749423980713,100,77.85480434350696,-3.4433555603027344,-4.700580596923828,100,89.02726144376452,-3.5621776580810547,-5.6557064056396475,100,84.80925681786977,-5.068346977233887,-6.788065433502197,100,80.47858585843511,-4.369063377380371,-5.7855424880981445,-73.8028,-71.53,0,9.340084619813132,-77.6484,-74.2611,0,3.2694737289510787,-77.744,-78.1268,100,59.45482509874942,-82.5924,-75.8836,0,0.12186405026732629,-75.0847,-73.1608,0,12.742729649654189
46,46,Bock1992_5_pp_prop,pp_prop,The confessions of the famous television preachers,are,is,100,98.5917497163072,-3.5554914474487305,-7.804131031036378,100,88.29494757924363,-4.1890201568603525,-6.2096824645996085,100,98.65177725688879,-3.5221233367919917,-7.814932346343994,100,99.12876848870633,-4.353687286376953,-9.0879545211792,100,96.37569663203726,-3.3063888549804688,-6.5869808197021475,-57.3542,-53.0258,0,1.3016956573912937,-59.6586,-56.9275,0,6.116296805552345,-54.3276,-52.2498,0,11.127334221265475,-59.8926,-56.5851,0,3.5314789472169172,-60.1795,-57.5636,0,6.812210725272985
47,47,Bock1992_5_pp_rc,pp_rc,The confessions that involved the television preachers,are,is,100,99.42162258059469,-3.3931102752685547,-8.540008544921875,100,93.33329667042969,-3.1766328811645512,-5.8156843185424805,100,96.52045389740007,-3.1919279098510738,-6.5147809982299805,100,97.78966695338775,-4.359442710876465,-8.149118423461914,100,92.7931812671252,-3.4856548309326167,-6.0410003662109375,-72.7529,-71.0336,0,15.196135004983127,-73.0785,-70.3288,0,6.010359528358783,-75.0179,-73.9961,0,26.467693068007158,-79.603,-75.1814,0,1.1872346746702593,-75.192,-76.2891,100,74.97163386843434
48,48,Bock1992_6_ss_prop,ss_prop,The charismatic leader of the left - wing dissident group,is,are,100,93.9549143167812,-5.276856422424316,-8.020425796508789,100,92.91671040275564,-5.932340621948242,-8.506305694580076,100,90.71586428001642,-4.8865928649902335,-7.166018009185791,100,96.19753392317945,-6.154115676879883,-9.384869575500488,100,88.30489866521215,-4.57568359375,-6.597309112548827,-82.1011,-84.5743,100,92.22415537839406,-84.6858,-89.4293,100,99.13670622240026,-94.1989,-95.7085,100,81.90019193035954,-85.6573,-88.7069,100,95.47652542334549,-80.3758,-83.2162,100,94.48203198811666
49,49,Bock1992_6_ss_rc,ss_rc,The charismatic leader who addressed the dissident group,is,are,100,96.56567165840096,-3.7993984222412114,-7.135800361633301,100,93.83196101264113,-3.9680156707763667,-6.690140247344972,100,93.66865586659584,-5.09065055847168,-7.784901618957519,100,85.71863535119176,-5.745363235473633,-7.537477970123291,100,93.27229866310934,-5.536070823669434,-8.165360450744629,-78.5911,-82.1488,100,97.2285668584984,-76.6723,-81.306,100,99.03748114565694,-81.2604,-83.4981,100,90.35842688048638,-81.3093,-82.2451,100,71.82504968228069,-77.778,-79.9381,100,89.66088190538886
50,50,Bock1992_6_sp_prop,sp_prop,The charismatic leader of the left - wing dissident groups,is,are,100,62.9607823938844,-5.077324867248535,-5.607859611511231,100,55.60050384952314,-5.972939491271973,-6.197903633117676,0,47.56077000787853,-5.579267501831055,-5.481620788574219,0,28.306862374673337,-7.403556823730469,-6.474266052246094,0,9.80975049423689,-7.041220188140869,-4.822675704956055,-82.7565,-86.0928,100,96.56533357236434,-87.3844,-90.0491,100,93.49112571941657,-88.3298,-86.857,0,18.651740076648256,-87.1403,-87.9573,100,69.35991525584501,-79.9024,-81.3558,100,81.05211458467775
51,51,Bock1992_6_sp_rc,sp_rc,The charismatic leader who addressed the dissident groups,is,are,100,92.17538268688627,-4.2785558700561515,-6.744974136352539,100,75.79203772974041,-4.96031665802002,-6.101628303527832,100,72.18186613979228,-6.131338119506836,-7.0848388671875,100,64.70223516589529,-6.2185821533203125,-6.8245582580566415,100,77.48287330006484,-6.743647575378418,-7.979428291320801,-78.8751,-81.0989,100,90.23664925469623,-78.2981,-82.5595,100,98.60935710205592,-85.0654,-83.3428,0,15.15365702827152,-84.2348,-83.5615,0,33.775830986744594,-80.7129,-79.0089,0,15.394356385485361
52,52,Bock1992_6_ps_prop,ps_prop,The charismatic leaders of the left - wing dissident group,are,is,100,56.92633474937783,-6.269845008850098,-6.548691272735597,100,70.78378926600116,-6.219511032104492,-7.104417324066162,100,79.20998133594685,-5.052980422973633,-6.3906097412109375,0,25.157640911179012,-7.785233020782472,-6.695010662078857,100,59.19773418657054,-5.433682441711426,-5.805828094482423,-86.4108,-88.6,100,89.92754662969976,-86.2998,-88.8147,100,92.51797865014555,-93.905,-95.6053,100,84.55739125790882,-85.0419,-90.4716,100,99.5634728216638,-81.6802,-81.0392,0,34.50205230228976
53,53,Bock1992_6_ps_rc,ps_rc,The charismatic leaders who addressed the dissident group,are,is,100,96.98407632216482,-4.058110237121582,-7.528750896453857,100,95.69710150730387,-3.084270477294922,-6.186169624328612,100,90.8190987935823,-4.366759300231934,-6.658503532409668,100,92.40503101912138,-5.274066925048828,-7.7727622985839835,100,69.07911529143215,-4.966069221496582,-5.769889831542969,-79.6041,-77.4384,0,10.287320463996465,-79.1026,-82.7525,100,97.46648275601936,-77.7384,-81.5502,100,97.83698586018903,-78.9496,-81.4795,100,92.62115193147305,-82.1901,-82.1883,0,49.95500001215022
54,54,Bock1992_6_pp_prop,pp_prop,The charismatic leaders of the left - wing dissident groups,are,is,100,93.95748124721716,-5.29746150970459,-8.041482925415039,100,95.79202879018936,-4.8177337646484375,-7.942932605743407,100,97.16360703962677,-4.783601760864258,-8.317464828491211,100,92.03364428197763,-6.024773597717285,-8.471700668334961,100,98.60906181895193,-4.680274963378906,-8.941459655761719,-85.123,-91.2993,100,99.79262069275624,-87.5237,-88.5629,100,73.86956160519587,-85.9836,-90.5732,100,98.99452054184276,-85.0832,-88.1269,100,95.45097569210512,-78.7237,-81.5454,100,94.38372488939237
55,55,Bock1992_6_pp_rc,pp_rc,The charismatic leaders who addressed the dissident groups,are,is,100,99.08429715621023,-4.0321197509765625,-8.716154098510742,100,98.0770642809703,-3.401666641235352,-7.333567142486572,100,95.46694632119906,-4.909368515014648,-7.9567527770996085,100,97.60000068848434,-5.183163642883301,-8.888572692871094,100,81.28938636956087,-4.9703874588012695,-6.439311981201173,-78.3273,-83.5695,100,99.47392131570524,-77.2714,-84.5499,100,99.93102559574535,-74.0572,-83.1509,100,99.98876411021932,-84.7882,-80.3239,0,1.1381716982893884,-80.1066,-82.7815,100,93.55292029937605
56,56,Bock1992_7_ss_prop,ss_prop,The advisor for the chemistry student,is,are,100,98.07824020655147,-3.085918426513672,-7.018442630767822,100,88.26712447038571,-3.797842979431152,-5.8158159255981445,100,95.86871064080609,-4.192444801330566,-7.336834907531737,100,95.76795832151743,-4.089421272277832,-7.208664894104004,100,97.40623834609094,-2.68838119506836,-6.314162254333496,-53.1453,-58.8836,100,99.6790098617152,-55.4042,-59.0761,100,97.52024443775207,-54.1164,-55.2979,100,76.52174005615157,-51.4791,-56.3001,100,99.20056994805223,-54.8223,-58.0066,100,96.02391649592046
57,57,Bock1992_7_ss_rc,ss_rc,The advisor who directed the student,is,are,100,97.51137719556904,-3.850234031677246,-7.5184736251831055,100,98.19768634893572,-4.499259948730469,-8.497171401977539,100,98.74495967512982,-3.815129280090332,-8.180501937866211,100,98.07516945044128,-3.9871854782104488,-7.918081760406494,100,98.1705900957828,-3.3229398727416988,-7.305653095245361,-65.7168,-68.545,100,94.4180811752558,-62.8482,-62.2258,0,34.9235805876286,-68.3066,-70.7131,100,91.73216199696176,-66.72,-69.6996,100,95.16439675144717,-64.2229,-66.1015,100,86.74502367978725
58,58,Bock1992_7_sp_prop,sp_prop,The advisor for the chemistry students,is,are,100,91.42736053206036,-2.1969757080078125,-4.563944816589356,0,41.349125793246905,-4.692220687866211,-4.342669486999512,0,48.41466655195546,-4.6218605041503915,-4.5584259033203125,100,53.4858567098886,-4.645094871520996,-4.7847557067871085,0,19.02939892874015,-5.271224021911621,-3.8231229782104488,-49.0691,-51.7174,100,93.39061345871733,-52.7356,-53.8523,100,75.337608740673,-51.5261,-51.7973,100,56.73874794639975,-51.4818,-52.7307,100,77.71093878281478,-52.1103,-51.1072,0,26.833236112334564
59,59,Bock1992_7_sp_rc,sp_rc,The advisor who directed the students,is,are,100,71.16794908413945,-3.996838569641113,-4.900393486022949,100,66.74282169044841,-5.460097312927246,-6.1566734313964835,100,72.40135756176701,-4.293780326843262,-5.258238792419434,100,84.66440907018813,-3.8049840927124015,-5.513503074645996,0,40.31624522150647,-5.554010391235352,-5.161705017089844,-68.6193,-69.9361,100,78.86488172411616,-68.7005,-67.9909,0,32.96872315926458,-71.5961,-71.6654,100,51.73180697332966,-69.0867,-70.1564,100,74.45398599365704,-69.5677,-67.1192,0,7.954831050459969
60,60,Bock1992_7_ps_prop,ps_prop,The advisors for the chemistry student,are,is,100,87.23388785389858,-3.530257225036621,-5.452055931091309,100,68.72746852566857,-4.161564826965332,-4.948973655700684,100,80.23035057314796,-4.255237579345703,-5.655991554260254,100,57.254446831837605,-4.654513359069824,-4.94675350189209,0,30.220401967523365,-4.545766830444336,-3.708942413330078,-56.7834,-60.9402,100,98.45837983418227,-58.2653,-59.337,100,74.49200743684621,-53.8488,-58.3085,100,98.85664065105506,-51.3496,-56.2427,100,99.2557661543372,-58.6365,-57.5103,0,24.486305903495385
61,61,Bock1992_7_ps_rc,ps_rc,The advisors who directed the student,are,is,100,76.17192498771217,-5.372169494628906,-6.5342979431152335,100,67.84978748664258,-5.924877166748048,-6.671754360198975,100,87.76605064731663,-4.78485107421875,-6.755311012268066,100,86.7147697958592,-5.204118728637695,-7.080090045928955,0,28.10351008336243,-5.723160743713379,-4.783827781677246,-68.2614,-71.8845,100,97.39945607217246,-65.9275,-67.4034,100,81.39525010543981,-64.4381,-68.6213,100,98.49794275930236,-68.2164,-69.4258,100,77.01927687426495,-62.515,-63.4375,100,71.5551223963106
62,62,Bock1992_7_pp_prop,pp_prop,The advisors for the chemistry students,are,is,100,97.81374829902408,-2.978758811950684,-6.779635429382324,100,95.53910446565659,-3.4229841232299805,-6.487170219421388,100,96.64742701199955,-3.131617546081543,-6.492959022521973,100,96.56737913312121,-3.3188419342041016,-6.655758857727051,100,98.64155435912964,-2.9470949172973637,-7.232246398925781,-51.5735,-59.5146,100,99.96443116925776,-53.5855,-58.4078,100,99.20160023984255,-51.5121,-58.4981,100,99.90761162544958,-51.2486,-57.7846,100,99.85518222360368,-52.2101,-54.4797,100,90.63278342047685
63,63,Bock1992_7_pp_rc,pp_rc,The advisors who directed the students,are,is,100,93.45245349812818,-3.9382572174072266,-6.596619606018066,100,96.70739732495345,-4.667652130126953,-8.047663688659668,100,97.9045299342387,-3.8400802612304688,-7.684295177459718,100,97.59851917616548,-3.763554573059082,-7.468331336975098,100,86.77153878221695,-4.764545440673828,-6.645453453063965,-66.8622,-73.5407,100,99.8743916676605,-66.7385,-66.8146,100,51.90158238332197,-66.9222,-73.3372,100,99.8365854893102,-68.2182,-67.363,0,29.83431777909129,-64.8257,-67.9615,100,95.83455417500487
64,64,Bock1992_8_ss_prop,ss_prop,The inspector of the technical school,is,are,100,98.2677492062323,-3.4690237045288086,-7.507297992706299,100,89.23450852203375,-4.420564651489258,-6.535486698150635,100,96.99762307994914,-4.233994483947754,-7.709276676177978,100,95.6554411043245,-3.790580749511719,-6.88240909576416,100,90.388962480311,-3.0981845855712886,-5.339394569396973,-63.7062,-67.7938,100,98.34974478799316,-59.8949,-62.8922,100,95.24520006832988,-53.0714,-57.3784,100,98.6705221899135,-64.4037,-68.4722,100,98.31845708728561,-60.4899,-63.1476,100,93.44839927955908
65,65,Bock1992_8_ss_rc,ss_rc,The inspector who inspected the school,is,are,100,99.45297241459257,-2.959991455078125,-8.162932395935059,100,97.28458757529935,-4.0184383392333975,-7.597135066986084,100,98.4970993056456,-3.630406379699707,-7.813036441802978,100,95.2955290904904,-4.432065963745117,-7.440535545349121,100,91.31215364437605,-3.31648063659668,-5.668839454650879,-80.1422,-82.2438,100,89.10585930958081,-75.8086,-83.7446,100,99.964249369879,-74.1559,-77.1954,100,95.43270406955273,-73.2317,-73.9377,100,66.95167043602626,-88.2129,-95.1005,100,99.89806803046487
66,66,Bock1992_8_sp_prop,sp_prop,The inspector of the technical schools,is,are,100,84.68199606064522,-4.412943840026856,-6.122817993164063,100,69.81749335680912,-4.959242820739746,-5.79786491394043,100,82.91518259399443,-4.627265930175781,-6.2068939208984375,100,77.28050518368067,-4.647972106933594,-5.872190475463867,100,51.32501089868239,-4.043076515197754,-4.0960893630981445,-62.8979,-61.5633,0,20.839948923019765,-59.6264,-60.1439,100,62.65629971237176,-51.6157,-53.0903,100,81.37555567264123,-63.5759,-64.9008,100,78.99957836629609,-60.9867,-61.6216,100,65.35996905337697
67,67,Bock1992_8_sp_rc,sp_rc,The inspector who inspected the schools,is,are,100,95.78270643806287,-3.588252067565918,-6.7111406326293945,100,91.13666961832732,-4.061642646789552,-6.392080307006836,100,78.12995005261241,-3.946911811828613,-5.22016716003418,100,75.21201576065877,-4.8083906173706055,-5.918342590332031,0,44.691050335010566,-4.459095001220703,-4.245933532714844,-84.5032,-84.0108,0,37.932835218685895,-82.0734,-82.7359,100,65.98217549720603,-75.2451,-76.1268,100,70.71743789579045,-74.8983,-76.2568,100,79.5515800257273,-93.33,-93.7228,100,59.69565601864117
68,68,Bock1992_8_ps_prop,ps_prop,The inspectors of the technical school,are,is,100,82.0562139591688,-3.611751556396485,-5.1319122314453125,100,91.6591860351371,-3.2878513336181636,-5.684767723083496,100,96.47001974446802,-3.288782119750977,-6.59672212600708,100,94.27940950096466,-3.452251434326172,-6.25444221496582,100,90.84386226710402,-3.04922103881836,-5.343938827514648,-62.8605,-61.0732,0,14.340407048114631,-58.5684,-59.863,100,78.49247691738283,-58.4291,-56.0555,0,8.520810841648926,-60.307,-64.7074,100,98.78763566150067,-60.1102,-59.1951,0,28.59573542110817
69,69,Bock1992_8_ps_rc,ps_rc,The inspectors who inspected the school,are,is,100,94.64506481752242,-3.155254364013672,-6.027369499206543,100,96.76246408945292,-3.0626697540283203,-6.460116386413574,100,97.22821005826876,-3.34174919128418,-6.8993167877197275,100,94.36256703404892,-4.040423393249512,-6.8581390380859375,100,74.97995891861909,-4.47386646270752,-5.571410179138184,-78.7099,-76.1157,0,6.951263258485471,-83.4922,-82.532,0,27.68381533305576,-80.979,-81.4698,100,62.02948737825443,-77.0458,-75.3868,0,15.989628072219883,-88.9644,-79.7692,0,0.010151525041209366
70,70,Bock1992_8_pp_prop,pp_prop,The inspectors of the technical schools,are,is,100,92.72965199164854,-3.603669166564941,-6.149553298950195,100,97.40084296420707,-3.3894138336181636,-7.0130615234375,100,97.24167898135772,-3.4227304458618164,-6.985307693481445,100,98.1189483965629,-3.508082389831543,-7.462431907653809,100,95.42648253474165,-2.712691307067871,-5.750764846801758,-58.9695,-61.8663,100,94.76880226112564,-56.5391,-59.5392,100,95.25786442839515,-54.9348,-55.0316,100,52.41811210391756,-59.1876,-65.3728,100,99.79445440277132,-58.8267,-60.4724,100,83.83090459243311
71,71,Bock1992_8_pp_rc,pp_rc,The inspectors who inspected the schools,are,is,100,95.12490937654356,-3.2605056762695312,-6.231557846069336,100,98.34489344464669,-3.1586389541625977,-7.2432541847229,100,98.8587677170892,-3.446461677551269,-7.908045291900635,100,96.21309129827527,-4.082112312316895,-7.317127704620361,100,85.61383393214106,-4.0751075744628915,-5.858687400817871,-79.7786,-81.657,100,86.7427239043146,-85.7539,-85.8596,100,52.64004247023421,-80.4187,-83.1348,100,93.79700100907095,-76.9459,-82.8263,100,99.72141152514354,-91.6998,-95.7066,100,98.21335035944847
72,72,Bock1992_9_ss_prop,ss_prop,The letter from the junior executive,is,are,100,99.2759494058805,-3.1136198043823238,-8.034417152404785,100,97.27874804057235,-3.6212291717529297,-7.1977176666259775,100,99.42232574410252,-3.266364097595215,-8.414485931396483,100,91.86880783486143,-4.723151206970215,-7.147805213928223,100,96.36219137497278,-3.632878303527832,-6.9096107482910165,-54.6523,-62.1504,100,99.94461706674996,-51.1156,-54.9303,100,97.8431144146491,-53.595,-56.2808,100,93.61835163299534,-55.7021,-62.3534,100,99.87093270198704,-50.8417,-56.9054,100,99.76796171355147
73,73,Bock1992_9_ss_rc,ss_rc,The letter that concerned the executive,is,are,100,95.6140597695467,-4.0646419525146475,-7.146557807922362,100,98.52635786807389,-5.0177154541015625,-9.22030258178711,100,99.40577592199189,-3.5965976715087886,-8.716306686401367,100,92.62395784484043,-5.275620460510254,-7.805931091308594,100,91.34478126422415,-4.2270898818969735,-6.583568572998048,-71.3171,-74.805,100,97.0341519882578,-68.5074,-75.4413,100,99.90267540374249,-67.6763,-70.4197,100,93.9539522587817,-67.3618,-76.3257,100,99.98720700792464,-70.5599,-72.2784,100,84.79355259642504
74,74,Bock1992_9_sp_prop,sp_prop,The letter from the junior executives,is,are,100,79.34414153377531,-5.018590927124023,-6.364386558532715,100,67.36283529223272,-4.504809379577637,-5.2294511795043945,100,91.81027135032312,-3.8377609252929688,-6.2546043395996085,100,63.0198098140794,-5.11888599395752,-5.6519527435302725,100,60.359188901761684,-4.974291801452637,-5.394745826721191,-52.5353,-56.5232,100,98.17988201321779,-56.1908,-58.721,100,92.62320198155558,-53.7727,-53.572,0,44.999274713751184,-55.1706,-58.044,100,94.65157301186639,-54.9543,-54.8721,0,47.9461563275443
75,75,Bock1992_9_sp_rc,sp_rc,The letter that concerned the executives,is,are,100,82.51451800382915,-5.304515838623047,-6.856119155883789,100,54.852163950644204,-5.618121147155762,-5.8128204345703125,100,75.04843656024633,-4.861964225769043,-5.9631614685058585,0,40.75958878479678,-6.245257377624513,-5.871344566345215,0,36.85952216931517,-5.4358253479003915,-4.897577285766602,-69.9025,-70.5286,100,65.1604623933796,-69.3466,-75.7924,100,99.84153408087913,-68.7496,-67.8131,0,28.160786811688045,-69.7564,-74.1533,100,98.78343666448775,-66.9065,-66.7685,0,46.55546474317889
76,76,Bock1992_9_ps_prop,ps_prop,The letters from the junior executive,are,is,100,91.42944572939018,-2.0658540725708012,-4.433089256286621,100,92.92388127485916,-3.34394645690918,-5.919001579284668,100,92.11168797512806,-2.9903841018676762,-5.448003768920898,100,88.98967020767161,-4.0505571365356445,-6.1402435302734375,100,70.79216068215419,-4.376920700073241,-5.262231826782227,-66.8056,-60.6949,0,0.22140839256125816,-56.3769,-54.7969,0,17.07954820223742,-58.7441,-60.2932,100,82.47837058620544,-58.3361,-61.5765,100,96.23266138143613,-59.9896,-55.1807,0,0.8090831757456977
77,77,Bock1992_9_ps_rc,ps_rc,The letters that concerned the executive,are,is,100,92.22963394942194,-4.149481773376465,-6.623445987701416,100,72.284218736774,-5.415558815002441,-6.374162673950195,0,37.373764243547726,-5.467370986938477,-4.951155662536621,100,73.04480041114726,-6.275596618652344,-7.272493362426758,0,35.297568810425076,-5.971707344055176,-5.36572265625,-80.4715,-75.2963,0,0.5623285621113551,-75.4925,-70.6796,0,0.8058793359306177,-67.7946,-68.1119,100,57.86661008985614,-76.053,-79.0549,100,95.26598887042667,-72.0823,-73.2516,100,76.30184641305374
78,78,Bock1992_9_pp_prop,pp_prop,The letters from the junior executives,are,is,100,98.02835171119357,-2.940617561340332,-6.847004413604736,100,96.76185904699986,-3.4195499420166016,-6.816803455352782,100,96.47332594921964,-3.308629035949707,-6.61754035949707,100,97.57440103777357,-3.6783199310302734,-7.372856616973878,100,96.93319388896636,-3.5696945190429688,-7.023079872131348,-61.5987,-60.0186,0,17.07813200500707,-59.3407,-61.5941,100,90.49434088906403,-58.2045,-62.474,100,98.62042104144699,-58.6338,-63.204,100,98.97502568625573,-58.9745,-59.9527,100,72.67509110285262
79,79,Bock1992_9_pp_rc,pp_rc,The letters that concerned the executives,are,is,100,95.15618545027424,-4.574808120727539,-7.5526251792907715,100,95.99511931717524,-4.345147132873535,-7.521930694580077,100,93.51327395291881,-4.662989616394043,-7.3313350677490225,100,95.12828712737888,-5.176855087280273,-8.148635864257812,100,89.17444089787206,-4.3101806640625,-6.418865203857423,-76.2929,-74.5953,0,15.477897888330535,-73.5702,-72.7103,0,29.736023894459507,-66.9913,-70.9934,100,98.20508442000423,-77.8839,-82.6779,100,99.17887095596717,-72.3204,-69.9374,0,8.447825128082718
80,80,Bock1992_10_ss_prop,ss_prop,The neutral zone around the Arcturian solar system,is,are,100,98.21151648966178,-1.80267333984375,-5.808428764343263,100,97.87158468871729,-2.1231565475463867,-5.951435089111327,100,93.33502325789586,-2.523167610168457,-5.162496566772461,100,95.73202169684325,-2.466139793395996,-5.576552391052246,100,98.7168606320247,-1.4812231063842771,-5.824169158935548,-73.4133,-78.7636,100,99.52756982020445,-69.3696,-73.5321,100,98.4670077485808,-74.3697,-77.4844,100,95.74950495282125,-74.5424,-78.6606,100,98.39868141777293,-68.8061,-71.246,100,91.98197129959397
81,81,Bock1992_10_ss_rc,ss_rc,The neutral zone that split the Arcturian solar system,is,are,100,98.2823033391947,-3.597548484802246,-7.644408226013184,100,97.69989607779681,-3.595820426940918,-7.344766616821289,100,85.49194167216709,-4.093127250671387,-5.86684513092041,100,96.57329519809484,-4.0116214752197275,-7.350324630737305,100,98.68235247066536,-2.2714147567749023,-6.587472915649414,-94.3166,-98.6457,100,98.69920336218618,-95.7994,-102.604,100,99.8892564225819,-94.5284,-96.9514,100,91.85644379497485,-91.7507,-93.4705,100,84.81030732869894,-87.1059,-90.415,100,96.47396782678372
82,82,Bock1992_10_sp_prop,sp_prop,The neutral zone around the Arcturian solar systems,is,are,100,90.04226958143776,-2.3756275177001958,-4.577557563781738,100,76.55118786361031,-2.7379684448242188,-3.92110824584961,100,57.66686296007204,-3.317498207092285,-3.62661075592041,100,74.23586113721555,-2.9024105072021484,-3.960674285888672,100,82.93501913740255,-2.27565860748291,-3.8566875457763667,-81.8056,-85.5636,100,97.7201541659901,-78.784,-82.237,100,96.9320481221649,-81.6073,-83.1391,100,82.22695230643396,-82.1039,-85.3546,100,96.26982580245638,-78.6152,-78.6986,100,52.083792311458
83,83,Bock1992_10_sp_rc,sp_rc,The neutral zone that split the Arcturian solar systems,is,are,100,93.048768452088,-3.8703346252441406,-6.464539527893066,100,89.3576970361345,-3.8344755172729488,-5.9622859954833975,100,55.65160917617521,-4.235077857971191,-4.4621124267578125,100,75.57681623981543,-4.383986473083496,-5.513603210449219,100,91.61012578628363,-2.9235506057739262,-5.314066886901856,-103.139,-106.37,100,96.19843402980716,-100.258,-106.094,100,99.7088003192338,-98.5174,-100.359,100,86.313782673647,-98.8073,-99.9162,100,75.19239805665644,-99.5738,-100.929,100,79.49784643748626
84,84,Bock1992_10_ps_prop,ps_prop,The neutral zones around the Arcturian solar system,are,is,100,95.13335842118748,-1.3791017532348633,-4.351977348327637,100,92.31978131482911,-2.308833122253418,-4.795443534851074,100,86.55459308645004,-2.2570877075195312,-4.11922550201416,100,87.04646311942903,-3.1090974807739262,-5.0141706466674805,100,95.1320469032157,-1.7339334487915041,-4.706525802612305,-76.4699,-71.2369,0,0.530915125819914,-75.4985,-71.3538,0,1.5600942991185152,-77.0956,-74.3533,0,6.052299314071789,-76.5757,-71.659,0,0.7270017553595659,-72.5661,-70.416,0,10.432187886683064
85,85,Bock1992_10_ps_rc,ps_rc,The neutral zones that split the Arcturian solar system,are,is,100,90.34329073610434,-3.0074691772460938,-5.243432998657227,100,97.2238297921958,-2.898357391357422,-6.454300880432129,100,91.92658760147907,-3.1320571899414062,-5.564471244812012,100,80.12987031589897,-4.595643043518066,-5.990074157714844,100,95.81998472846472,-2.5089473724365234,-5.641103744506836,-98.481,-93.6023,0,0.7549468541732092,-101.606,-96.8153,0,0.823820885686506,-96.5518,-93.7159,0,5.5414757247616295,-94.3119,-89.7235,0,1.0066746041629704,-90.3667,-93.1231,100,94.02737817849372
86,86,Bock1992_10_pp_prop,pp_prop,The neutral zones around the Arcturian solar systems,are,is,100,95.70705327716476,-1.7423429489135742,-4.846661567687988,100,96.85646505190857,-2.134440422058105,-5.562322616577148,100,95.66472552739977,-2.2172412872314453,-5.3113059997558585,100,97.19036047200838,-2.6472959518432617,-6.190911293029785,100,99.11296593646559,-1.4776067733764648,-6.19373893737793,-84.1981,-80.5148,0,2.4523361923498554,-84.3008,-80.9946,0,3.535910418769111,-82.7445,-81.7004,0,26.035967120821805,-83.1094,-78.9383,0,1.5200645879496952,-80.049,-79.9065,0,46.4435162016141
87,87,Bock1992_10_pp_rc,pp_rc,The neutral zones that split the Arcturian solar systems,are,is,100,89.50282185583946,-3.2821121215820312,-5.425275802612305,100,98.0698558061997,-2.9797191619873047,-6.907804489135742,100,95.61520742686709,-3.161370277404785,-6.243559837341309,100,94.19324930574892,-4.1132755279541025,-6.8996028900146475,100,96.2240717090509,-2.5722570419311523,-5.810290336608888,-106.228,-102.878,0,3.389516415917814,-107.024,-103.361,0,2.5013693777302346,-99.2019,-97.8258,0,20.16360872693453,-99.574,-99.22,0,41.241276875119645,-103.798,-102.991,0,30.853014568207033
88,88,Bock1992_11_ss_prop,ss_prop,The traffic jam on the Okemos street,is,are,100,96.97076591105112,-2.1438274383544917,-5.609927177429199,100,97.94785577095979,-1.9996080398559568,-5.865158081054688,100,95.67485534570277,-2.686607360839844,-5.7831172943115225,100,98.47388141935636,-1.857646942138672,-6.024710655212402,100,96.44433733021611,-2.0296192169189453,-5.3300437927246085,-49.5298,-53.2486,100,97.63116850871006,-53.3475,-56.527,100,96.00554959869282,-51.5122,-52.6422,100,75.58388990947978,-54.1101,-56.4066,100,90.8586755380955,-50.2204,-53.5714,100,96.6137566864011
89,89,Bock1992_11_ss_rc,ss_rc,The traffic jam that obstructed the street,is,are,100,97.63557912187841,-3.0279226303100586,-6.748631477355957,100,98.6047091183856,-3.18398666381836,-7.442002773284912,100,95.77304970532408,-3.28476619720459,-6.405266761779785,100,98.66383913204108,-2.543145179748535,-6.845063209533691,100,99.1096403985407,-2.3078088760375977,-7.02016544342041,-70.2027,-75.5585,100,99.53014887882901,-72.8589,-76.4074,100,97.20366830171614,-70.4196,-73.1448,100,93.84973633302852,-77.3792,-75.7887,0,16.93135620662079,-72.2158,-76.151,100,98.08327713889842
