,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,item,condition,sentence,target,alternative,model 0 correct (max),model 0 correct (sample),model 0 target score,model 0 alternative score,model 1 correct (max),model 1 correct (sample),model 1 target score,model 1 alternative score,model 2 correct (max),model 2 correct (sample),model 2 target score,model 2 alternative score,model 3 correct (max),model 3 correct (sample),model 3 target score,model 3 alternative score,model 4 correct (max),model 4 correct (sample),model 4 target score,model 4 alternative score,lstm 0 correct (max),lstm 0 correct (sample),lstm 0 target score,lstm 0 alternative score,lstm 1 correct (max),lstm 1 correct (sample),lstm 1 target score,lstm 1 alternative score,lstm 2 correct (max),lstm 2 correct (sample),lstm 2 target score,lstm 2 alternative score,lstm 3 correct (max),lstm 3 correct (sample),lstm 3 target score,lstm 3 alternative score,lstm 4 correct (max),lstm 4 correct (sample),lstm 4 target score,lstm 4 alternative score,rnng 0 target score,rnng 0 alternative score,rnng 0 correct (max),rnng 0 correct (sample),rnng 1 target score,rnng 1 alternative score,rnng 1 correct (max),rnng 1 correct (sample),rnng 2 target score,rnng 2 alternative score,rnng 2 correct (max),rnng 2 correct (sample),rnng 3 target score,rnng 3 alternative score,rnng 3 correct (max),rnng 3 correct (sample),rnng 4 target score,rnng 4 alternative score,rnng 4 correct (max),rnng 4 correct (sample)
65,65,65,65,65,Bock1999_3_pp(reflexive),pp(reflexive),The politicians at the meetings represented,themselves,"himself,herself,itself",100,70.88162080334855,-7.5972843170166025,-8.486925927592594,100,91.0015250107262,-5.7829627990722665,-8.096783946465887,100,58.33420880071953,-6.061066150665282,-6.397574406624218,100,66.49847583561424,-6.70356559753418,-7.389153689927733,100,63.43441823829195,-7.308023929595947,-7.858923109217335,100,70.88162080334855,-7.597284317016602,-8.486925927592594,100,91.0015250107262,-5.7829627990722665,-8.096783946465887,100,58.33420880071953,-6.061066150665282,-6.397574406624218,100,66.49847583561424,-6.70356559753418,-7.389153689927733,100,63.43441823829195,-7.308023929595947,-7.858923109217335,-59.0269,-57.39510744244052,0,16.35849467632658,-62.938,-59.436248738038344,0,2.926244310550253,-65.9992,-57.58394607232437,0,0.02214142079795578,-59.4617,-56.299740815296204,0,4.062263062123658,-59.7906,-56.0821039183975,0,2.392778866336463
66,66,66,66,66,Bock1999_3_cs(verb),cs(verb),The majority at the meeting,were,was,0,17.670128911745348,-3.4028539657592773,-1.8639955520629885,0,21.60931060115511,-4.3977880477905265,-3.1092071533203125,0,24.186376616204647,-4.0978546142578125,-2.9553661346435547,0,18.20720464490645,-4.3559017181396475,-2.853529930114746,0,47.822256677262274,-2.661992073059082,-2.5748271942138667,0,17.670128911745348,-3.4028539657592773,-1.8639955520629885,0,21.60931060115511,-4.397788047790527,-3.1092071533203125,0,24.186376616204647,-4.0978546142578125,-2.9553661346435547,0,18.20720464490645,-4.355901718139648,-2.853529930114746,0,47.822256677262274,-2.661992073059082,-2.5748271942138667,-41.4745,-44.2343,100,94.04644367939471,-46.1225,-47.895,100,85.4768295042181,-42.0673,-43.7917,100,84.86947164125894,-43.2787,-41.7365,0,17.62156870763999,-42.9379,-40.091,0,5.484178154587105
67,67,67,67,67,Bock1999_3_cs(tag),cs(tag),The majority at the meeting prevailed did n't,they,"he,she,it",0,13.267033413748296,-10.985790252685547,-9.108238471221213,0,39.26631793872843,-9.2102689743042,-8.774137637702893,0,43.12450914638079,-9.042888641357422,-8.766115626904082,0,34.22450918739355,-8.92460823059082,-8.271302972007941,0,28.11315394097064,-9.746484756469727,-8.807629034786224,0,13.267033413748296,-10.985790252685547,-9.108238471221213,0,39.26631793872843,-9.2102689743042,-8.774137637702893,0,43.12450914638079,-9.042888641357422,-8.766115626904082,0,34.22450918739355,-8.92460823059082,-8.271302972007941,0,28.11315394097064,-9.746484756469727,-8.807629034786224,-84.1462,-79.1024250795058,0,0.6408028838196033,-84.9416,-75.4087822470724,0,0.007242998509544037,-79.7118,-73.86620967918206,0,0.2884283475671227,-81.6793,-74.33503566788649,0,0.06458712276818862,-80.7722,-72.99585826400785,0,0.0419368230526958
68,68,68,68,68,Bock1999_3_cs(reflexive),cs(reflexive),The majority at the meeting represented,themselves,"himself,herself,itself",0,20.844519621648523,-9.35545539855957,-8.021132440032506,0,30.93471900906177,-7.664812564849853,-6.861639551878732,0,24.58980158600335,-8.285016059875487,-7.164405323833876,0,24.417827764553753,-8.494501113891603,-7.3645941871022815,0,14.219446483628893,-8.813426971435547,-7.016245138039322,0,20.844519621648523,-9.35545539855957,-8.021132440032506,0,30.93471900906177,-7.664812564849853,-6.861639551878732,0,24.58980158600335,-8.285016059875487,-7.164405323833876,0,24.417827764553753,-8.494501113891603,-7.3645941871022815,0,14.219446483628893,-8.813426971435547,-7.016245138039322,-52.2133,-51.626993900002276,0,35.74828546091709,-58.0546,-54.84234282402892,0,3.870706009354991,-55.3902,-48.46768811827842,0,0.0984381780030907,-52.9359,-50.30946777603095,0,6.745653960343994,-53.6659,-51.51201450465034,0,10.396869606364554
69,69,69,69,69,Bock1999_3_cp(verb),cp(verb),The majority at the meetings,were,was,0,33.59007616682266,-2.97489070892334,-2.2932748794555664,100,78.32459107980358,-3.226449012756348,-4.51113224029541,100,75.94693870048972,-2.914198875427246,-4.063971519470215,100,78.2331039627005,-3.0390357971191406,-4.318338394165038,100,90.27154317782848,-1.8926191329956048,-4.1203861236572275,0,33.59007616682266,-2.97489070892334,-2.2932748794555664,100,78.32459107980358,-3.226449012756348,-4.51113224029541,100,75.94693870048972,-2.914198875427246,-4.063971519470215,100,78.2331039627005,-3.0390357971191406,-4.318338394165038,100,90.27154317782848,-1.8926191329956048,-4.120386123657228,-48.6603,-53.055,100,98.78078994624477,-49.6095,-53.1495,100,97.18047120298601,-49.1624,-51.325,100,89.68403429838368,-49.0006,-51.0218,100,88.30050346843234,-46.8253,-47.5544,100,67.4607742714302
70,70,70,70,70,Bock1999_3_cp(tag),cp(tag),The majority at the meetings prevailed did n't,they,"he,she,it",0,16.065148566613754,-10.640052795410156,-8.98666411602622,100,54.27270787528246,-9.360973358154297,-9.532299519841738,0,45.00894419935341,-9.045978546142578,-8.845669225946695,0,38.436211534082645,-8.361398696899414,-7.890324872730888,0,38.644353123310665,-9.428068161010742,-8.96578161192936,0,16.065148566613754,-10.640052795410156,-8.98666411602622,100,54.27270787528246,-9.360973358154297,-9.532299519841738,0,45.00894419935341,-9.045978546142578,-8.845669225946695,0,38.436211534082645,-8.361398696899414,-7.890324872730888,0,38.644353123310665,-9.428068161010742,-8.96578161192936,-89.3887,-84.29268369802364,0,0.6083842899351564,-91.3523,-81.8158464129462,0,0.007216713881091044,-86.4264,-81.81584933388856,0,0.9848384311608067,-87.0659,-80.53604527750514,0,0.1457091611859983,-84.9607,-77.85588715077864,0,0.08204696353403322
71,71,71,71,71,Bock1999_3_cp(reflexive),cp(reflexive),The majority at the meetings represented,themselves,"himself,herself,itself",0,22.71187921653654,-9.260228157043457,-8.035575991168642,100,66.88079842532892,-7.2738685607910165,-7.976667245492443,0,39.659215797779005,-8.817042350769043,-8.397357470500832,0,36.57512971534765,-8.671369552612305,-8.120881985763589,0,41.941344773790384,-8.345190048217772,-8.020008340873407,0,22.71187921653654,-9.260228157043457,-8.035575991168642,100,66.88079842532892,-7.273868560791016,-7.976667245492443,0,39.659215797779005,-8.817042350769043,-8.397357470500832,0,36.57512971534765,-8.671369552612305,-8.120881985763589,0,41.941344773790384,-8.345190048217772,-8.020008340873407,-58.6734,-57.12157320069261,0,17.482257817822394,-67.276,-60.20751124337917,0,0.08507945220263566,-63.5968,-55.918957096198945,0,0.04627582543071726,-59.2547,-55.045834427287254,0,1.4645540134805508,-59.7632,-55.8054250443277,0,1.8747397920665192
72,72,72,72,72,Bock1999_4_ss(verb),ss(verb),The elephant near the waterfall,were,was,0,4.021813286144189,-6.290407180786133,-3.1180191040039062,0,10.42407503093066,-5.379885673522949,-3.228917121887207,0,14.77491364969371,-5.427729606628418,-3.6753644943237305,0,4.151836607447328,-6.781935691833496,-3.6427211761474614,0,9.86331127380952,-5.452448844909668,-3.239943504333496,0,4.021813286144189,-6.290407180786133,-3.1180191040039062,0,10.42407503093066,-5.379885673522949,-3.228917121887207,0,14.77491364969371,-5.427729606628418,-3.6753644943237305,0,4.151836607447328,-6.781935691833496,-3.642721176147461,0,9.86331127380952,-5.452448844909668,-3.239943504333496,-47.7278,-43.171,0,1.0386577880041852,-47.118,-43.9877,0,4.187456907654873,-46.7643,-45.2424,0,17.91819051263316,-48.6368,-44.0936,0,1.0527303041189646,-44.0444,-41.3344,0,6.23858513799945
73,73,73,73,73,Bock1999_4_ss(tag),ss(tag),The elephant near the waterfall grazed did n't,they,"he,she,it",0,21.27753061598972,-9.560295104980467,-8.252018098779335,0,15.480991222892563,-11.27644157409668,-9.579078007688434,0,34.29125429667009,-8.70212459564209,-8.051782908168956,0,32.67154454182932,-9.565006256103516,-8.841927795249124,0,28.35473697341198,-8.487705230712889,-7.560772296527902,0,21.27753061598972,-9.560295104980467,-8.252018098779335,0,15.480991222892563,-11.27644157409668,-9.579078007688434,0,34.29125429667009,-8.70212459564209,-8.051782908168956,0,32.67154454182932,-9.565006256103516,-8.841927795249124,0,28.35473697341198,-8.487705230712889,-7.560772296527902,-71.56,-64.20477309859628,0,0.06388339864003836,-67.86,-60.9251658573006,0,0.09723381200622228,-71.6902,-63.60586497050513,0,0.03082364688745698,-72.7314,-66.42097151569146,0,0.18139579842238152,-73.9267,-65.71891650031644,0,0.027244985295263226
74,74,74,74,74,Bock1999_4_ss(reflexive),ss(reflexive),The elephant near the waterfall cleaned,themselves,"himself,herself,itself",0,16.46149180034181,-7.2442307472229,-5.6199468686288885,0,34.4221682812376,-7.581806182861327,-6.9372692587450375,0,19.808465708690587,-9.245746612548828,-7.847438068080201,0,12.954184415141375,-7.321328163146973,-5.416312424001557,0,17.59853149950448,-7.8373122215271,-6.2935244241973685,0,16.46149180034181,-7.2442307472229,-5.6199468686288885,0,34.4221682812376,-7.581806182861327,-6.937269258745038,0,19.808465708690587,-9.245746612548828,-7.847438068080201,0,12.954184415141375,-7.321328163146973,-5.416312424001557,0,17.59853149950448,-7.8373122215271,-6.2935244241973685,-60.5333,-58.552047945516165,0,12.118543143010324,-56.6015,-54.569798831401386,0,11.591447524605956,-57.2817,-52.57590229686069,0,0.8961660363709341,-59.7538,-57.071384812403295,0,6.401900450773768,-55.1265,-55.10318976529039,0,49.41727051835357
75,75,75,75,75,Bock1999_4_sp(verb),sp(verb),The elephant near the waterfalls,were,was,0,16.188165296327764,-5.17896842956543,-3.534674644470215,0,49.37497057090411,-4.159409523010254,-4.134407043457031,0,34.73913716531985,-4.595257759094238,-3.964732170104982,0,25.763445741475344,-5.078031539916992,-4.019731521606444,100,52.07628944950539,-3.8377351760864262,-3.9208345413208012,0,16.188165296327764,-5.17896842956543,-3.534674644470215,0,49.37497057090411,-4.159409523010254,-4.134407043457031,0,34.73913716531985,-4.595257759094238,-3.964732170104982,0,25.763445741475344,-5.078031539916992,-4.019731521606444,100,52.07628944950539,-3.837735176086426,-3.920834541320801,-47.136,-44.1058,0,4.608003490606636,-47.0235,-44.4733,0,7.241305033253923,-47.917,-47.1954,0,32.704074937590164,-49.6048,-45.5921,0,1.7763261386247355,-41.4384,-42.2403,100,69.03807627807991
76,76,76,76,76,Bock1999_4_sp(tag),sp(tag),The elephant near the waterfalls grazed did n't,they,"he,she,it",0,28.813541665001267,-9.146172523498537,-8.24171538842906,0,38.14372448792413,-10.014190673828123,-9.530738365194164,0,41.51386205508442,-8.739157676696777,-8.39639530563087,0,35.336220778806656,-9.507266998291016,-8.902974302371305,0,28.67041253252909,-8.898486137390137,-7.987040593341702,0,28.813541665001267,-9.146172523498537,-8.24171538842906,0,38.14372448792413,-10.014190673828123,-9.530738365194164,0,41.513862055084424,-8.739157676696777,-8.39639530563087,0,35.336220778806656,-9.507266998291016,-8.902974302371305,0,28.67041253252909,-8.898486137390137,-7.987040593341702,-77.1625,-72.4479466914243,0,0.888423216071179,-74.2931,-66.6225849190804,0,0.04661601330376097,-78.3596,-70.31021271918002,0,0.03191955839084364,-81.6353,-73.35979231844995,0,0.025461388727706057,-73.8167,-66.99364456126432,0,0.10872070210866773
77,77,77,77,77,Bock1999_4_sp(reflexive),sp(reflexive),The elephant near the waterfalls cleaned,themselves,"himself,herself,itself",0,34.818013130915176,-6.4480934143066415,-5.8210451301255794,100,59.3811384364175,-7.001909255981445,-7.38165336792497,0,28.694985190057736,-9.624865531921387,-8.714621248478583,0,29.79121700743392,-6.6106462478637695,-5.753386449579263,0,25.124985761531267,-7.502005100250244,-6.410047653325317,0,34.818013130915176,-6.4480934143066415,-5.8210451301255794,100,59.3811384364175,-7.001909255981445,-7.38165336792497,0,28.694985190057736,-9.624865531921387,-8.714621248478583,0,29.79121700743392,-6.6106462478637695,-5.753386449579263,0,25.124985761531267,-7.502005100250244,-6.410047653325317,-59.8757,-58.48602118496474,0,19.94590371490648,-55.8987,-55.42888007011132,0,38.46588646746344,-58.3043,-54.421423729706156,0,2.0176057610356084,-60.6381,-58.20475342979562,0,8.06649433631274,-54.3349,-54.72574226687202,100,59.64854414456965
78,78,78,78,78,Bock1999_4_ps(verb),ps(verb),The elephants near the waterfall,were,was,100,97.2971268735537,-1.965536117553711,-5.548990249633789,100,71.98483242561305,-3.5214900970458984,-4.46519947052002,100,85.8702269413631,-2.669398307800293,-4.47395133972168,100,89.87808354955696,-2.952739715576172,-5.136490821838379,100,87.05687944805311,-2.7486629486083984,-4.654660224914551,100,97.2971268735537,-1.965536117553711,-5.548990249633789,100,71.98483242561305,-3.5214900970458984,-4.4651994705200195,100,85.8702269413631,-2.669398307800293,-4.47395133972168,100,89.87808354955696,-2.952739715576172,-5.136490821838379,100,87.05687944805311,-2.7486629486083984,-4.654660224914551,-47.4896,-47.7458,100,56.37019392644776,-51.1222,-53.0485,100,87.28393199672925,-48.582,-49.6038,100,73.53230693199312,-42.9957,-45.9225,100,94.9155466870342,-50.5203,-50.9906,100,61.54547599094807
79,79,79,79,79,Bock1999_4_ps(tag),ps(tag),The elephants near the waterfall grazed did n't,they,"he,she,it",100,57.780909675943604,-8.462324142456055,-8.776110085058521,100,55.25819704145813,-9.686138153076172,-9.897246591379053,100,56.835481825999864,-7.930375099182129,-8.205517090711158,100,60.133178315819464,-8.285196304321289,-8.69621360414177,100,53.13603898824132,-8.052480697631836,-8.178087137869682,100,57.780909675943604,-8.462324142456055,-8.776110085058521,100,55.25819704145813,-9.686138153076172,-9.897246591379053,100,56.835481825999864,-7.930375099182129,-8.205517090711158,100,60.133178315819464,-8.285196304321289,-8.69621360414177,100,53.13603898824132,-8.052480697631836,-8.178087137869682,-71.5684,-66.5703385416456,0,0.6705750791060567,-75.1619,-67.6919639945842,0,0.05696400955828109,-70.2126,-63.879099897282416,0,0.17726594689860112,-70.2932,-64.82543736176822,0,0.42029256159375905,-76.9763,-70.27635432129061,0,0.12294653235020697
80,80,80,80,80,Bock1999_4_ps(reflexive),ps(reflexive),The elephants near the waterfall cleaned,themselves,"himself,herself,itself",100,87.76344698316791,-5.034689903259277,-7.004907374687344,100,84.16094517571817,-6.318949699401856,-7.98920196460655,100,76.2730411721448,-6.8455772399902335,-8.013284884178157,100,62.390051671627006,-5.35374641418457,-5.859883649909299,100,78.87018370749786,-6.086345672607423,-7.403463791823863,100,87.76344698316791,-5.034689903259277,-7.004907374687344,100,84.16094517571817,-6.318949699401856,-7.98920196460655,100,76.2730411721448,-6.8455772399902335,-8.013284884178157,100,62.390051671627006,-5.35374641418457,-5.859883649909299,100,78.87018370749786,-6.086345672607423,-7.403463791823863,-60.7766,-60.406172921374974,0,40.843782834695816,-61.4146,-61.56736875789839,100,53.81180840422968,-57.0767,-55.538298371087585,0,17.676775104225626,-56.1747,-55.69457872792154,0,38.2223489004333,-60.3269,-62.57259657408885,100,90.4278683465266
81,81,81,81,81,Bock1999_4_pp(verb),pp(verb),The elephants near the waterfalls,were,was,100,95.90312219371872,-2.456771850585937,-5.609885215759277,100,92.4693139461998,-3.309635162353516,-5.817525863647461,100,90.39822097843948,-2.69716739654541,-4.939443588256836,100,96.43634243390929,-2.8361597061157227,-6.134255409240723,100,93.00993088937862,-2.437972068786621,-5.0261878967285165,100,95.90312219371872,-2.456771850585937,-5.609885215759277,100,92.4693139461998,-3.309635162353516,-5.817525863647461,100,90.39822097843948,-2.69716739654541,-4.939443588256836,100,96.43634243390929,-2.8361597061157227,-6.134255409240723,100,93.00993088937862,-2.437972068786621,-5.0261878967285165,-47.184,-49.0127,100,86.1606786993734,-50.5253,-53.8875,100,96.65020766526618,-47.9017,-50.1582,100,90.52097389370515,-43.5307,-47.0418,100,97.10019530921676,-48.3642,-50.3031,100,87.42312471933435
82,82,82,82,82,Bock1999_4_pp(tag),pp(tag),The elephants near the waterfalls grazed did n't,they,"he,she,it",100,53.91301030552422,-8.471087455749513,-8.627928592155996,100,70.52681700212568,-8.818756103515625,-9.69126832502655,100,56.461922070941604,-8.224733352661133,-8.48466390807687,100,63.294246871918965,-8.423095703125,-8.967956637687204,100,50.73156719790003,-8.395959854125978,-8.42522463045883,100,53.91301030552422,-8.471087455749513,-8.627928592155996,100,70.52681700212568,-8.818756103515625,-9.69126832502655,100,56.461922070941604,-8.224733352661133,-8.48466390807687,100,63.294246871918965,-8.423095703125,-8.967956637687204,100,50.73156719790003,-8.395959854125978,-8.42522463045883,-77.9027,-74.45175013397015,0,3.0740544944658734,-81.3785,-73.44771020957866,0,0.03593731737426673,-78.0355,-63.075390004878365,0,3.183513106529529e-05,-76.5945,-71.42083996387868,0,0.5631903141133303,-79.8542,-74.76657838775326,0,0.6134815204742023
83,83,83,83,83,Bock1999_4_pp(reflexive),pp(reflexive),The elephants near the waterfalls cleaned,themselves,"himself,herself,itself",100,90.87799479346529,-4.5904884338378915,-6.8893166751787005,100,89.184634766746,-5.9560136795043945,-8.065754618449878,100,78.60716366180506,-7.687544822692871,-8.988951543275705,100,84.96438453604759,-4.764698028564453,-6.496508440772332,100,77.98455906584597,-5.9546871185302725,-7.219453897116092,100,90.87799479346529,-4.590488433837892,-6.8893166751787005,100,89.184634766746,-5.9560136795043945,-8.065754618449878,100,78.60716366180506,-7.687544822692871,-8.988951543275705,100,84.96438453604759,-4.764698028564453,-6.496508440772332,100,77.98455906584597,-5.9546871185302725,-7.219453897116092,-59.974,-60.13707255716024,100,54.0678034460003,-60.664,-61.9757975210957,100,78.78137907480799,-57.0411,-55.80313462365635,0,22.47903399807601,-57.1113,-56.85388759056596,0,43.59999013224128,-59.2987,-62.16484346411394,100,94.61471848755365
84,84,84,84,84,Bock1999_4_cs(verb),cs(verb),The herd near the waterfall,were,was,0,2.9444231020475256,-5.994077682495117,-2.498706817626953,0,8.358007545134397,-5.050663948059082,-2.655994415283203,0,7.6400751701103875,-5.2258033752441415,-2.733517646789551,0,3.23411089235754,-6.0302085876464835,-2.6316680908203125,0,4.820730338529635,-5.648005485534668,-2.6651687622070312,0,2.9444231020475256,-5.994077682495117,-2.498706817626953,0,8.358007545134397,-5.050663948059082,-2.655994415283203,0,7.6400751701103875,-5.2258033752441415,-2.733517646789551,0,3.23411089235754,-6.030208587646484,-2.6316680908203125,0,4.820730338529635,-5.648005485534668,-2.6651687622070312,-53.9177,-49.6941,0,1.4434420527643914,-49.8508,-47.1509,0,6.297925708613053,-48.3938,-47.3981,0,26.978769219294573,-49.5273,-46.2083,0,3.492509819642436,-47.6363,-45.132,0,7.555728328216023
85,85,85,85,85,Bock1999_4_cs(tag),cs(tag),The herd near the waterfall grazed did n't,they,"he,she,it",0,35.696497789402095,-9.49679183959961,-8.908230325947654,0,26.53388763966679,-10.734085083007812,-9.715683534336396,0,37.93418880070266,-8.524679183959961,-8.032336675554111,0,40.17070239791181,-9.679276466369627,-9.280918932783672,0,42.45687519147695,-8.448752403259277,-8.144706599288364,0,35.696497789402095,-9.49679183959961,-8.908230325947654,0,26.53388763966679,-10.734085083007812,-9.715683534336396,0,37.93418880070266,-8.524679183959961,-8.032336675554111,0,40.17070239791181,-9.679276466369627,-9.280918932783672,0,42.45687519147695,-8.448752403259277,-8.144706599288364,-78.0137,-70.44294671403375,0,0.05150387294185401,-78.5903,-67.04570843216447,0,0.0009688206314209024,-74.8447,-67.01829912397014,0,0.03988999774477266,-75.539,-70.15910628765202,0,0.45871725894326054,-76.5002,-69.33941140411173,0,0.07758396182723594
86,86,86,86,86,Bock1999_4_cs(reflexive),cs(reflexive),The herd near the waterfall cleaned,themselves,"himself,herself,itself",0,40.73745005775487,-6.718451499938965,-6.343621747192085,0,44.940827474305756,-6.913339614868164,-6.710277823315248,0,21.828176983348545,-8.416784286499022,-7.141076680737863,0,13.913322023620045,-6.993711948394775,-5.171204076380395,0,40.26368461847446,-7.115401268005371,-6.7209110712989535,0,40.73745005775487,-6.718451499938965,-6.343621747192085,0,44.940827474305756,-6.913339614868164,-6.710277823315248,0,21.828176983348545,-8.416784286499022,-7.1410766807378625,0,13.913322023620045,-6.993711948394775,-5.171204076380395,0,40.26368461847446,-7.115401268005371,-6.7209110712989535,-67.9923,-65.83597911771419,0,10.374203607283603,-63.5807,-62.710803723015864,0,29.52758850623209,-59.3362,-55.94581811699727,0,3.259741054549322,-61.2374,-59.905130093460556,0,20.878414393152173,-58.4696,-59.63524533522344,100,76.23569878360921
87,87,87,87,87,Bock1999_4_cp(verb),cp(verb),The herd near the waterfalls,were,was,0,15.059044398539633,-4.664065361022949,-2.9340877532958984,0,34.191867706538375,-3.8619232177734375,-3.207167625427246,0,22.063880045388533,-4.234397888183594,-2.972450256347656,0,22.746665638471857,-4.0580482482910165,-2.835376739501953,0,34.61559090121046,-3.866146087646485,-3.2301664352416988,0,15.059044398539633,-4.664065361022949,-2.9340877532958984,0,34.191867706538375,-3.8619232177734375,-3.207167625427246,0,22.063880045388533,-4.234397888183594,-2.9724502563476562,0,22.746665638471857,-4.0580482482910165,-2.835376739501953,0,34.61559090121046,-3.866146087646485,-3.2301664352416988,-52.7778,-50.1477,0,6.722617963442448,-50.9691,-48.9795,0,12.029918695595962,-50.4978,-49.6807,0,30.63795959161889,-50.1522,-47.8236,0,8.87818575647341,-46.2845,-46.2054,0,48.02353042543502
88,88,88,88,88,Bock1999_4_cp(tag),cp(tag),The herd near the waterfalls grazed did n't,they,"he,she,it",0,40.38089555844152,-9.277228355407717,-8.88760907928457,100,53.04792071234803,-9.694413185119627,-9.81648136259473,0,41.66367896513765,-8.656190872192383,-8.319595711734642,0,46.55195133031475,-9.822870254516602,-9.684729047158106,0,43.02638764862715,-8.932985305786133,-8.652210680070501,0,40.38089555844152,-9.277228355407717,-8.88760907928457,100,53.04792071234803,-9.694413185119627,-9.81648136259473,0,41.66367896513765,-8.656190872192383,-8.319595711734642,0,46.55195133031475,-9.822870254516602,-9.684729047158106,0,43.02638764862715,-8.932985305786133,-8.652210680070501,-84.556,-79.13616763987217,0,0.4408369107806167,-81.4323,-74.25333276599238,0,0.07618739786074727,-81.9386,-72.14811393471003,0,0.005597854613285465,-82.3913,-77.60102308390682,0,0.8241666315854059,-78.4994,-72.19342470661535,0,0.1822039147329551
89,89,89,89,89,Bock1999_4_cp(reflexive),cp(reflexive),The herd near the waterfalls cleaned,themselves,"himself,herself,itself",100,55.6041810396485,-6.200072288513184,-6.4251853880527925,100,64.57668918223463,-6.8956241607666025,-7.496107556759172,0,25.47584961506964,-9.062580108642578,-7.98918779903459,0,36.454943877302405,-6.151602745056152,-5.595930629277421,100,53.33251921923793,-6.8193321228027335,-6.952830805521586,100,55.6041810396485,-6.200072288513184,-6.4251853880527925,100,64.57668918223463,-6.8956241607666025,-7.496107556759172,0,25.47584961506964,-9.062580108642578,-7.98918779903459,0,36.454943877302405,-6.151602745056152,-5.595930629277421,100,53.33251921923793,-6.8193321228027335,-6.952830805521586,-66.8232,-65.06984516141844,0,14.762455427161141,-63.6782,-64.39937459206496,100,67.28656177892574,-61.1265,-58.45206233250001,0,6.449868788910831,-62.8547,-61.63196737601647,0,22.745591706080674,-58.5942,-60.204602257799756,100,83.346722713934
90,90,90,90,90,Bock1999_5_ss(verb),ss(verb),The demonstrator group behind the fence,were,was,0,3.6056984615687417,-5.4649085998535165,-2.1789770126342773,0,16.43410175506316,-4.145303726196288,-2.519026756286621,0,5.0545900985823815,-5.395604133605957,-2.46259880065918,0,7.433242699871883,-5.465452194213867,-2.9434843063354488,0,15.880968473818026,-4.754155158996582,-3.0870437622070312,0,3.6056984615687417,-5.4649085998535165,-2.1789770126342773,0,16.43410175506316,-4.145303726196288,-2.519026756286621,0,5.0545900985823815,-5.395604133605957,-2.46259880065918,0,7.433242699871883,-5.465452194213867,-2.9434843063354488,0,15.880968473818026,-4.754155158996582,-3.0870437622070312,-59.0326,-53.5296,0,0.4057995075612266,-54.5872,-52.081,0,7.5424678337710205,-53.6651,-53.27,0,40.24901847549051,-53.6931,-51.7141,0,12.142547884323438,-52.4531,-50.896,0,17.406317205477713
91,91,91,91,91,Bock1999_5_ss(tag),ss(tag),The demonstrator group behind the fence chanted did n't,they,"he,she,it",0,17.76838750414354,-9.493974685668944,-7.961855772754668,0,29.316618717683845,-9.21458625793457,-8.334530319279374,0,39.764323962674936,-8.154682159423826,-7.739387484888969,0,47.471886474759636,-8.334938049316406,-8.233727199457503,0,31.181029626334816,-9.168160438537598,-8.376490884526499,0,17.76838750414354,-9.493974685668944,-7.961855772754668,0,29.316618717683845,-9.21458625793457,-8.334530319279374,0,39.764323962674936,-8.154682159423826,-7.739387484888969,0,47.471886474759636,-8.334938049316406,-8.233727199457503,0,31.181029626334816,-9.168160438537598,-8.376490884526499,-88.8653,-84.3903867202054,0,1.12629117377217,-93.8355,-81.94513920054285,0,0.0006856128352787421,-91.4592,-86.2531718391505,0,0.5453505907177765,-83.8532,-77.59681062097143,0,0.19144867637334945,-87.7768,-81.5566213723494,0,0.19849420835085438
92,92,92,92,92,Bock1999_5_ss(reflexive),ss(reflexive),The demonstrator group behind the fence entertained,themselves,"himself,herself,itself",0,46.074217425142315,-7.737202644348144,-7.579847458502637,0,45.805714731229436,-7.386912822723389,-7.218746216809633,0,20.807983798318297,-8.937493324279785,-7.600954585593461,0,24.318530826533884,-8.710784912109375,-7.575490219765572,0,31.176820708863268,-6.608810424804688,-5.816944721016028,0,46.074217425142315,-7.737202644348144,-7.579847458502637,0,45.805714731229436,-7.386912822723389,-7.218746216809633,0,20.807983798318297,-8.937493324279785,-7.600954585593461,0,24.318530826533884,-8.710784912109375,-7.575490219765572,0,31.176820708863268,-6.6088104248046875,-5.816944721016028,-71.4758,-68.45051763790107,0,4.629668103322095,-70.683,-68.71308839121829,0,12.239838122719261,-68.3726,-62.054334071637506,0,0.17998222441027267,-65.3049,-60.54378222416988,0,0.8483455527873704,-64.064,-63.84956301819218,0,44.659524144317196
93,93,93,93,93,Bock1999_5_sp(verb),sp(verb),The demonstrator group behind the fences,were,was,0,33.20444741849612,-3.89976978302002,-3.200817108154297,100,66.60056556636592,-2.811342239379884,-3.5015163421630864,0,29.05169430482293,-3.8541202545166016,-2.9612455368041988,0,48.72418923107647,-3.7553739547729488,-3.7043304443359375,100,75.67125653001757,-3.229721069335937,-4.3644609451293945,0,33.20444741849612,-3.89976978302002,-3.200817108154297,100,66.60056556636592,-2.8113422393798837,-3.5015163421630864,0,29.05169430482293,-3.8541202545166016,-2.9612455368041988,0,48.72418923107647,-3.7553739547729488,-3.7043304443359375,100,75.67125653001757,-3.229721069335937,-4.3644609451293945,-51.1211,-47.3331,0,2.2139579634170845,-51.1916,-49.5772,0,16.597862728704477,-48.3113,-47.0312,0,21.753320184529944,-49.3902,-46.0229,0,3.333319896649227,-45.4895,-45.9938,100,62.3469313776406
