item,condition,sentence,target,alternative
ParkerAn_9_OBLIQUE_S,OBLIQUE_S,The journalist  read about the report apparently,was,were
ParkerAn_9_OBLIQUE_S,OBLIQUE_S,The journalist  read about the report apparently,était,étaient
ParkerAn_9_OBLIQUE_S,OBLIQUE_S,The journalist qui a lu le rapport apparemment,was,were
ParkerAn_9_OBLIQUE_S,OBLIQUE_S,The journalist qui a lu le rapport apparemment,était,étaient
ParkerAn_9_OBLIQUE_S,OBLIQUE_S,La journaliste read about the report apparently,was,were
ParkerAn_9_OBLIQUE_S,OBLIQUE_S,La journaliste read about the report apparently,était,étaient
ParkerAn_9_OBLIQUE_S,OBLIQUE_S,La journalistequi a lu le rapport apparemment,was,were
ParkerAn_9_OBLIQUE_S,OBLIQUE_S,La journalistequi a lu le rapport apparemment,était,étaient
ParkerAn_9_CORE_S,CORE_S,The journalist  read  the report apparently,was,were
ParkerAn_9_CORE_S,CORE_S,The journalist  read  the report apparently,était,étaient
ParkerAn_9_CORE_S,CORE_S,The journalist qui a lu le rapport apparemment,was,were
ParkerAn_9_CORE_S,CORE_S,The journalist qui a lu le rapport apparemment,était,étaient
ParkerAn_9_CORE_S,CORE_S,La journaliste read  the report apparently,was,were
ParkerAn_9_CORE_S,CORE_S,La journaliste read  the report apparently,était,étaient
ParkerAn_9_CORE_S,CORE_S,La journalistequi a lu le rapport apparemment,was,were
ParkerAn_9_CORE_S,CORE_S,La journalistequi a lu le rapport apparemment,était,étaient
ParkerAn_9_OBLIQUE_P,OBLIQUE_P,The journalist  read about the reports apparently,was,were
ParkerAn_9_OBLIQUE_P,OBLIQUE_P,The journalist  read about the reports apparently,était,étaient
ParkerAn_9_OBLIQUE_P,OBLIQUE_P,The journalist qui a lu les rapports apparemment,was,were
ParkerAn_9_OBLIQUE_P,OBLIQUE_P,The journalist qui a lu les rapports apparemment,était,étaient
ParkerAn_9_OBLIQUE_P,OBLIQUE_P,La journaliste read about the reports apparently,was,were
ParkerAn_9_OBLIQUE_P,OBLIQUE_P,La journaliste read about the reports apparently,était,étaient
ParkerAn_9_OBLIQUE_P,OBLIQUE_P,La journalistequi a lu les rapports apparemment,was,were
ParkerAn_9_OBLIQUE_P,OBLIQUE_P,La journalistequi a lu les rapports apparemment,était,étaient
ParkerAn_9_CORE_P,CORE_P,The journalist  read  the reports apparently,was,were
ParkerAn_9_CORE_P,CORE_P,The journalist  read  the reports apparently,était,étaient
ParkerAn_9_CORE_P,CORE_P,The journalist qui a lu les rapports apparemment,was,were
ParkerAn_9_CORE_P,CORE_P,The journalist qui a lu les rapports apparemment,était,étaient
ParkerAn_9_CORE_P,CORE_P,La journaliste read  the reports apparently,was,were
ParkerAn_9_CORE_P,CORE_P,La journaliste read  the reports apparently,était,étaient
ParkerAn_9_CORE_P,CORE_P,La journalistequi a lu les rapports apparemment,was,were
ParkerAn_9_CORE_P,CORE_P,La journalistequi a lu les rapports apparemment,était,étaient
ParkerAn_10_OBLIQUE_S,OBLIQUE_S,The boy  walked toward the dog probably,was,were
ParkerAn_10_OBLIQUE_S,OBLIQUE_S,The boy  walked toward the dog probably,était,étaient
ParkerAn_10_OBLIQUE_S,OBLIQUE_S,The boy qui marchait probablement vers le chien,was,were
ParkerAn_10_OBLIQUE_S,OBLIQUE_S,The boy qui marchait probablement vers le chien,était,étaient
ParkerAn_10_OBLIQUE_S,OBLIQUE_S,Le garçon walked toward the dog probably,was,were
ParkerAn_10_OBLIQUE_S,OBLIQUE_S,Le garçon walked toward the dog probably,était,étaient
ParkerAn_10_OBLIQUE_S,OBLIQUE_S,Le garçonqui marchait probablement vers le chien,was,were
ParkerAn_10_OBLIQUE_S,OBLIQUE_S,Le garçonqui marchait probablement vers le chien,était,étaient
ParkerAn_10_CORE_S,CORE_S,The boy  walked  the dog probably,was,were
ParkerAn_10_CORE_S,CORE_S,The boy  walked  the dog probably,était,étaient
ParkerAn_10_CORE_S,CORE_S,The boy qui a promu le chien probablement,was,were
ParkerAn_10_CORE_S,CORE_S,The boy qui a promu le chien probablement,était,étaient
ParkerAn_10_CORE_S,CORE_S,Le garçon walked  the dog probably,was,were
ParkerAn_10_CORE_S,CORE_S,Le garçon walked  the dog probably,était,étaient
ParkerAn_10_CORE_S,CORE_S,Le garçonqui a promu le chien probablement,was,were
ParkerAn_10_CORE_S,CORE_S,Le garçonqui a promu le chien probablement,était,étaient
ParkerAn_10_OBLIQUE_P,OBLIQUE_P,The boy  walked toward the dogs probably,was,were
ParkerAn_10_OBLIQUE_P,OBLIQUE_P,The boy  walked toward the dogs probably,était,étaient
ParkerAn_10_OBLIQUE_P,OBLIQUE_P,The boy qui marchait probablement vers les chiens,was,were
ParkerAn_10_OBLIQUE_P,OBLIQUE_P,The boy qui marchait probablement vers les chiens,était,étaient
ParkerAn_10_OBLIQUE_P,OBLIQUE_P,Le garçon walked toward the dogs probably,was,were
ParkerAn_10_OBLIQUE_P,OBLIQUE_P,Le garçon walked toward the dogs probably,était,étaient
ParkerAn_10_OBLIQUE_P,OBLIQUE_P,Le garçonqui marchait probablement vers les chiens,was,were
ParkerAn_10_OBLIQUE_P,OBLIQUE_P,Le garçonqui marchait probablement vers les chiens,était,étaient
ParkerAn_10_CORE_P,CORE_P,The boy  walked  the dogs probably,was,were
ParkerAn_10_CORE_P,CORE_P,The boy  walked  the dogs probably,était,étaient
ParkerAn_10_CORE_P,CORE_P,The boy qui a promu les chiens probablement,was,were
ParkerAn_10_CORE_P,CORE_P,The boy qui a promu les chiens probablement,était,étaient
ParkerAn_10_CORE_P,CORE_P,Le garçon walked  the dogs probably,was,were
ParkerAn_10_CORE_P,CORE_P,Le garçon walked  the dogs probably,était,étaient
ParkerAn_10_CORE_P,CORE_P,Le garçonqui a promu les chiens probablement,was,were
ParkerAn_10_CORE_P,CORE_P,Le garçonqui a promu les chiens probablement,était,étaient
ParkerAn_11_OBLIQUE_S,OBLIQUE_S,The woman  walked by the dog clearly,was,were
ParkerAn_11_OBLIQUE_S,OBLIQUE_S,The woman  walked by the dog clearly,était,étaient
ParkerAn_11_OBLIQUE_S,OBLIQUE_S,The woman qui marchait clairement à côté du chien,was,were
ParkerAn_11_OBLIQUE_S,OBLIQUE_S,The woman qui marchait clairement à côté du chien,était,étaient
ParkerAn_11_OBLIQUE_S,OBLIQUE_S,La femme walked by the dog clearly,was,were
ParkerAn_11_OBLIQUE_S,OBLIQUE_S,La femme walked by the dog clearly,était,étaient
ParkerAn_11_OBLIQUE_S,OBLIQUE_S,La femmequi marchait clairement à côté du chien,was,were
ParkerAn_11_OBLIQUE_S,OBLIQUE_S,La femmequi marchait clairement à côté du chien,était,étaient
ParkerAn_11_CORE_S,CORE_S,The woman  walked  the dog clearly,was,were
ParkerAn_11_CORE_S,CORE_S,The woman  walked  the dog clearly,était,étaient
ParkerAn_11_CORE_S,CORE_S,The woman qui a marché clairement le chien,was,were
ParkerAn_11_CORE_S,CORE_S,The woman qui a marché clairement le chien,était,étaient
ParkerAn_11_CORE_S,CORE_S,La femme walked  the dog clearly,was,were
ParkerAn_11_CORE_S,CORE_S,La femme walked  the dog clearly,était,étaient
ParkerAn_11_CORE_S,CORE_S,La femmequi a marché clairement le chien,was,were
ParkerAn_11_CORE_S,CORE_S,La femmequi a marché clairement le chien,était,étaient
ParkerAn_11_OBLIQUE_P,OBLIQUE_P,The woman  walked by the dogs clearly,was,were
ParkerAn_11_OBLIQUE_P,OBLIQUE_P,The woman  walked by the dogs clearly,était,étaient
ParkerAn_11_OBLIQUE_P,OBLIQUE_P,The woman qui marchait clairement à côté des chiens,was,were
ParkerAn_11_OBLIQUE_P,OBLIQUE_P,The woman qui marchait clairement à côté des chiens,était,étaient
ParkerAn_11_OBLIQUE_P,OBLIQUE_P,La femme walked by the dogs clearly,was,were
ParkerAn_11_OBLIQUE_P,OBLIQUE_P,La femme walked by the dogs clearly,était,étaient
ParkerAn_11_OBLIQUE_P,OBLIQUE_P,La femmequi marchait clairement à côté des chiens,was,were
ParkerAn_11_OBLIQUE_P,OBLIQUE_P,La femmequi marchait clairement à côté des chiens,était,étaient
ParkerAn_11_CORE_P,CORE_P,The woman  walked  the dogs clearly,was,were
ParkerAn_11_CORE_P,CORE_P,The woman  walked  the dogs clearly,était,étaient
ParkerAn_11_CORE_P,CORE_P,The woman qui promenait clairement les chiens,was,were
ParkerAn_11_CORE_P,CORE_P,The woman qui promenait clairement les chiens,était,étaient
ParkerAn_11_CORE_P,CORE_P,La femme walked  the dogs clearly,was,were
ParkerAn_11_CORE_P,CORE_P,La femme walked  the dogs clearly,était,étaient
ParkerAn_11_CORE_P,CORE_P,La femmequi promenait clairement les chiens,was,were
ParkerAn_11_CORE_P,CORE_P,La femmequi promenait clairement les chiens,était,étaient
ParkerAn_12_OBLIQUE_S,OBLIQUE_S,The nurse  called for the doctor unsurprisingly,was,were
ParkerAn_12_OBLIQUE_S,OBLIQUE_S,The nurse  called for the doctor unsurprisingly,était,étaient
ParkerAn_12_OBLIQUE_S,OBLIQUE_S,The nurse qui a appelé le médecin sans surprise,was,were
ParkerAn_12_OBLIQUE_S,OBLIQUE_S,The nurse qui a appelé le médecin sans surprise,était,étaient
ParkerAn_12_OBLIQUE_S,OBLIQUE_S,L'infirmière called for the doctor unsurprisingly,was,were
ParkerAn_12_OBLIQUE_S,OBLIQUE_S,L'infirmière called for the doctor unsurprisingly,était,étaient
ParkerAn_12_OBLIQUE_S,OBLIQUE_S,L'infirmièrequi a appelé le médecin sans surprise,was,were
ParkerAn_12_OBLIQUE_S,OBLIQUE_S,L'infirmièrequi a appelé le médecin sans surprise,était,étaient
ParkerAn_12_CORE_S,CORE_S,The nurse  called  the doctor unsurprisingly,was,were
ParkerAn_12_CORE_S,CORE_S,The nurse  called  the doctor unsurprisingly,était,étaient
ParkerAn_12_CORE_S,CORE_S,The nurse qui a appelé le médecin sans surprise,was,were
ParkerAn_12_CORE_S,CORE_S,The nurse qui a appelé le médecin sans surprise,était,étaient
ParkerAn_12_CORE_S,CORE_S,L'infirmière called  the doctor unsurprisingly,was,were
ParkerAn_12_CORE_S,CORE_S,L'infirmière called  the doctor unsurprisingly,était,étaient
ParkerAn_12_CORE_S,CORE_S,L'infirmièrequi a appelé le médecin sans surprise,was,were
ParkerAn_12_CORE_S,CORE_S,L'infirmièrequi a appelé le médecin sans surprise,était,étaient
ParkerAn_12_OBLIQUE_P,OBLIQUE_P,The nurse  called for the doctors unsurprisingly,was,were
ParkerAn_12_OBLIQUE_P,OBLIQUE_P,The nurse  called for the doctors unsurprisingly,était,étaient
ParkerAn_12_OBLIQUE_P,OBLIQUE_P,The nurse qui a appelé les médecins sans surprise,was,were
ParkerAn_12_OBLIQUE_P,OBLIQUE_P,The nurse qui a appelé les médecins sans surprise,était,étaient
ParkerAn_12_OBLIQUE_P,OBLIQUE_P,L'infirmière called for the doctors unsurprisingly,was,were
ParkerAn_12_OBLIQUE_P,OBLIQUE_P,L'infirmière called for the doctors unsurprisingly,était,étaient
ParkerAn_12_OBLIQUE_P,OBLIQUE_P,L'infirmièrequi a appelé les médecins sans surprise,was,were
ParkerAn_12_OBLIQUE_P,OBLIQUE_P,L'infirmièrequi a appelé les médecins sans surprise,était,étaient
ParkerAn_12_CORE_P,CORE_P,The nurse  called  the doctors unsurprisingly,was,were
ParkerAn_12_CORE_P,CORE_P,The nurse  called  the doctors unsurprisingly,était,étaient
ParkerAn_12_CORE_P,CORE_P,The nurse qui a appelé les médecins sans surprise,was,were
ParkerAn_12_CORE_P,CORE_P,The nurse qui a appelé les médecins sans surprise,était,étaient
ParkerAn_12_CORE_P,CORE_P,L'infirmière called  the doctors unsurprisingly,was,were
ParkerAn_12_CORE_P,CORE_P,L'infirmière called  the doctors unsurprisingly,était,étaient
ParkerAn_12_CORE_P,CORE_P,L'infirmièrequi a appelé les médecins sans surprise,was,were
ParkerAn_12_CORE_P,CORE_P,L'infirmièrequi a appelé les médecins sans surprise,était,étaient
ParkerAn_13_OBLIQUE_S,OBLIQUE_S,The director  called for the assistant suddenly,was,were
ParkerAn_13_OBLIQUE_S,OBLIQUE_S,The director  called for the assistant suddenly,était,étaient
ParkerAn_13_OBLIQUE_S,OBLIQUE_S,The director qui a soudainement appelé l'assistant,was,were
ParkerAn_13_OBLIQUE_S,OBLIQUE_S,The director qui a soudainement appelé l'assistant,était,étaient
ParkerAn_13_OBLIQUE_S,OBLIQUE_S,Le réalisateur called for the assistant suddenly,was,were
ParkerAn_13_OBLIQUE_S,OBLIQUE_S,Le réalisateur called for the assistant suddenly,était,étaient
ParkerAn_13_OBLIQUE_S,OBLIQUE_S,Le réalisateurqui a soudainement appelé l'assistant,was,were
ParkerAn_13_OBLIQUE_S,OBLIQUE_S,Le réalisateurqui a soudainement appelé l'assistant,était,étaient
ParkerAn_13_CORE_S,CORE_S,The director  called  the assistant suddenly,was,were
ParkerAn_13_CORE_S,CORE_S,The director  called  the assistant suddenly,était,étaient
ParkerAn_13_CORE_S,CORE_S,The director qui a appelé l'assistant soudainement,was,were
ParkerAn_13_CORE_S,CORE_S,The director qui a appelé l'assistant soudainement,était,étaient
ParkerAn_13_CORE_S,CORE_S,Le réalisateur called  the assistant suddenly,was,were
ParkerAn_13_CORE_S,CORE_S,Le réalisateur called  the assistant suddenly,était,étaient
ParkerAn_13_CORE_S,CORE_S,Le réalisateurqui a appelé l'assistant soudainement,was,were
ParkerAn_13_CORE_S,CORE_S,Le réalisateurqui a appelé l'assistant soudainement,était,étaient
ParkerAn_13_OBLIQUE_P,OBLIQUE_P,The director  called for the assistants suddenly,was,were
ParkerAn_13_OBLIQUE_P,OBLIQUE_P,The director  called for the assistants suddenly,était,étaient
ParkerAn_13_OBLIQUE_P,OBLIQUE_P,The director qui a soudainement appelé les assistants,was,were
ParkerAn_13_OBLIQUE_P,OBLIQUE_P,The director qui a soudainement appelé les assistants,était,étaient
ParkerAn_13_OBLIQUE_P,OBLIQUE_P,Le réalisateur called for the assistants suddenly,was,were
ParkerAn_13_OBLIQUE_P,OBLIQUE_P,Le réalisateur called for the assistants suddenly,était,étaient
ParkerAn_13_OBLIQUE_P,OBLIQUE_P,Le réalisateurqui a soudainement appelé les assistants,was,were
ParkerAn_13_OBLIQUE_P,OBLIQUE_P,Le réalisateurqui a soudainement appelé les assistants,était,étaient
ParkerAn_13_CORE_P,CORE_P,The director  called  the assistants suddenly,was,were
ParkerAn_13_CORE_P,CORE_P,The director  called  the assistants suddenly,était,étaient
ParkerAn_13_CORE_P,CORE_P,The director qui a appelé les assistants soudainement,was,were
ParkerAn_13_CORE_P,CORE_P,The director qui a appelé les assistants soudainement,était,étaient
ParkerAn_13_CORE_P,CORE_P,Le réalisateur called  the assistants suddenly,was,were
ParkerAn_13_CORE_P,CORE_P,Le réalisateur called  the assistants suddenly,était,étaient
ParkerAn_13_CORE_P,CORE_P,Le réalisateurqui a appelé les assistants soudainement,was,were
ParkerAn_13_CORE_P,CORE_P,Le réalisateurqui a appelé les assistants soudainement,était,étaient
ParkerAn_14_OBLIQUE_S,OBLIQUE_S,The artist  painted by the house certainly,was,were
ParkerAn_14_OBLIQUE_S,OBLIQUE_S,The artist  painted by the house certainly,était,étaient
ParkerAn_14_OBLIQUE_S,OBLIQUE_S,The artist qui a peint par la maison certainement,was,were
ParkerAn_14_OBLIQUE_S,OBLIQUE_S,The artist qui a peint par la maison certainement,était,étaient
ParkerAn_14_OBLIQUE_S,OBLIQUE_S,L'artiste painted by the house certainly,was,were
ParkerAn_14_OBLIQUE_S,OBLIQUE_S,L'artiste painted by the house certainly,était,étaient
ParkerAn_14_OBLIQUE_S,OBLIQUE_S,L'artistequi a peint par la maison certainement,was,were
ParkerAn_14_OBLIQUE_S,OBLIQUE_S,L'artistequi a peint par la maison certainement,était,étaient
ParkerAn_14_CORE_S,CORE_S,The artist  painted  the house certainly,was,were
ParkerAn_14_CORE_S,CORE_S,The artist  painted  the house certainly,était,étaient
ParkerAn_14_CORE_S,CORE_S,The artist qui a certainement peint la maison,was,were
ParkerAn_14_CORE_S,CORE_S,The artist qui a certainement peint la maison,était,étaient
ParkerAn_14_CORE_S,CORE_S,L'artiste painted  the house certainly,was,were
ParkerAn_14_CORE_S,CORE_S,L'artiste painted  the house certainly,était,étaient
ParkerAn_14_CORE_S,CORE_S,L'artistequi a certainement peint la maison,was,were
ParkerAn_14_CORE_S,CORE_S,L'artistequi a certainement peint la maison,était,étaient
ParkerAn_14_OBLIQUE_P,OBLIQUE_P,The artist  painted by the houses certainly,was,were
ParkerAn_14_OBLIQUE_P,OBLIQUE_P,The artist  painted by the houses certainly,était,étaient
ParkerAn_14_OBLIQUE_P,OBLIQUE_P,The artist qui a peint par les maisons certainement,was,were
ParkerAn_14_OBLIQUE_P,OBLIQUE_P,The artist qui a peint par les maisons certainement,était,étaient
ParkerAn_14_OBLIQUE_P,OBLIQUE_P,L'artiste painted by the houses certainly,was,were
ParkerAn_14_OBLIQUE_P,OBLIQUE_P,L'artiste painted by the houses certainly,était,étaient
ParkerAn_14_OBLIQUE_P,OBLIQUE_P,L'artistequi a peint par les maisons certainement,was,were
ParkerAn_14_OBLIQUE_P,OBLIQUE_P,L'artistequi a peint par les maisons certainement,était,étaient
ParkerAn_14_CORE_P,CORE_P,The artist  painted  the houses certainly,was,were
ParkerAn_14_CORE_P,CORE_P,The artist  painted  the houses certainly,était,étaient
ParkerAn_14_CORE_P,CORE_P,The artist qui a certainement peint les maisons,was,were
ParkerAn_14_CORE_P,CORE_P,The artist qui a certainement peint les maisons,était,étaient
ParkerAn_14_CORE_P,CORE_P,L'artiste painted  the houses certainly,was,were
ParkerAn_14_CORE_P,CORE_P,L'artiste painted  the houses certainly,était,étaient
ParkerAn_14_CORE_P,CORE_P,L'artistequi a certainement peint les maisons,was,were
ParkerAn_14_CORE_P,CORE_P,L'artistequi a certainement peint les maisons,était,étaient
ParkerAn_15_OBLIQUE_S,OBLIQUE_S,The director  called for the actor certainly,was,were
ParkerAn_15_OBLIQUE_S,OBLIQUE_S,The director  called for the actor certainly,était,étaient
ParkerAn_15_OBLIQUE_S,OBLIQUE_S,The director qui a appelé certainement l'acteur,was,were
ParkerAn_15_OBLIQUE_S,OBLIQUE_S,The director qui a appelé certainement l'acteur,était,étaient
ParkerAn_15_OBLIQUE_S,OBLIQUE_S,Le réalisateur called for the actor certainly,was,were
ParkerAn_15_OBLIQUE_S,OBLIQUE_S,Le réalisateur called for the actor certainly,était,étaient
ParkerAn_15_OBLIQUE_S,OBLIQUE_S,Le réalisateurqui a appelé certainement l'acteur,was,were
ParkerAn_15_OBLIQUE_S,OBLIQUE_S,Le réalisateurqui a appelé certainement l'acteur,était,étaient
ParkerAn_15_CORE_S,CORE_S,The director  called  the actor certainly,was,were
ParkerAn_15_CORE_S,CORE_S,The director  called  the actor certainly,était,étaient
ParkerAn_15_CORE_S,CORE_S,The director qui a appelé l'acteur certainement,was,were
ParkerAn_15_CORE_S,CORE_S,The director qui a appelé l'acteur certainement,était,étaient
ParkerAn_15_CORE_S,CORE_S,Le réalisateur called  the actor certainly,was,were
ParkerAn_15_CORE_S,CORE_S,Le réalisateur called  the actor certainly,était,étaient
ParkerAn_15_CORE_S,CORE_S,Le réalisateurqui a appelé l'acteur certainement,was,were
ParkerAn_15_CORE_S,CORE_S,Le réalisateurqui a appelé l'acteur certainement,était,étaient
ParkerAn_15_OBLIQUE_P,OBLIQUE_P,The director  called for the actors certainly,was,were
ParkerAn_15_OBLIQUE_P,OBLIQUE_P,The director  called for the actors certainly,était,étaient
ParkerAn_15_OBLIQUE_P,OBLIQUE_P,The director qui a appelé les acteurs certainement,was,were
ParkerAn_15_OBLIQUE_P,OBLIQUE_P,The director qui a appelé les acteurs certainement,était,étaient
ParkerAn_15_OBLIQUE_P,OBLIQUE_P,Le réalisateur called for the actors certainly,was,were
ParkerAn_15_OBLIQUE_P,OBLIQUE_P,Le réalisateur called for the actors certainly,était,étaient
ParkerAn_15_OBLIQUE_P,OBLIQUE_P,Le réalisateurqui a appelé les acteurs certainement,was,were
ParkerAn_15_OBLIQUE_P,OBLIQUE_P,Le réalisateurqui a appelé les acteurs certainement,était,étaient
ParkerAn_15_CORE_P,CORE_P,The director  called  the actors certainly,was,were
ParkerAn_15_CORE_P,CORE_P,The director  called  the actors certainly,était,étaient
ParkerAn_15_CORE_P,CORE_P,The director qui a appelé les acteurs certainement,was,were
ParkerAn_15_CORE_P,CORE_P,The director qui a appelé les acteurs certainement,était,étaient
ParkerAn_15_CORE_P,CORE_P,Le réalisateur called  the actors certainly,was,were
ParkerAn_15_CORE_P,CORE_P,Le réalisateur called  the actors certainly,était,étaient
ParkerAn_15_CORE_P,CORE_P,Le réalisateurqui a appelé les acteurs certainement,was,were
ParkerAn_15_CORE_P,CORE_P,Le réalisateurqui a appelé les acteurs certainement,était,étaient
ParkerAn_16_OBLIQUE_S,OBLIQUE_S,The thief  stole from the box obviously,was,were
ParkerAn_16_OBLIQUE_S,OBLIQUE_S,The thief  stole from the box obviously,était,étaient
ParkerAn_16_OBLIQUE_S,OBLIQUE_S,The thief qui a volé de la boîte évidemment,was,were
ParkerAn_16_OBLIQUE_S,OBLIQUE_S,The thief qui a volé de la boîte évidemment,était,étaient
ParkerAn_16_OBLIQUE_S,OBLIQUE_S,Le voleur stole from the box obviously,was,were
ParkerAn_16_OBLIQUE_S,OBLIQUE_S,Le voleur stole from the box obviously,était,étaient
ParkerAn_16_OBLIQUE_S,OBLIQUE_S,Le voleurqui a volé de la boîte évidemment,was,were
ParkerAn_16_OBLIQUE_S,OBLIQUE_S,Le voleurqui a volé de la boîte évidemment,était,étaient
ParkerAn_16_CORE_S,CORE_S,The thief  stole  the box obviously,was,were
ParkerAn_16_CORE_S,CORE_S,The thief  stole  the box obviously,était,étaient
ParkerAn_16_CORE_S,CORE_S,The thief qui a volé la boîte de toute évidence,was,were
ParkerAn_16_CORE_S,CORE_S,The thief qui a volé la boîte de toute évidence,était,étaient
ParkerAn_16_CORE_S,CORE_S,Le voleur stole  the box obviously,was,were
ParkerAn_16_CORE_S,CORE_S,Le voleur stole  the box obviously,était,étaient
ParkerAn_16_CORE_S,CORE_S,Le voleurqui a volé la boîte de toute évidence,was,were
ParkerAn_16_CORE_S,CORE_S,Le voleurqui a volé la boîte de toute évidence,était,étaient
ParkerAn_16_OBLIQUE_P,OBLIQUE_P,The thief  stole from the boxes obviously,was,were
ParkerAn_16_OBLIQUE_P,OBLIQUE_P,The thief  stole from the boxes obviously,était,étaient
ParkerAn_16_OBLIQUE_P,OBLIQUE_P,The thief qui a volé dans les boîtes de toute évidence,was,were
ParkerAn_16_OBLIQUE_P,OBLIQUE_P,The thief qui a volé dans les boîtes de toute évidence,était,étaient
ParkerAn_16_OBLIQUE_P,OBLIQUE_P,Le voleur stole from the boxes obviously,was,were
ParkerAn_16_OBLIQUE_P,OBLIQUE_P,Le voleur stole from the boxes obviously,était,étaient
ParkerAn_16_OBLIQUE_P,OBLIQUE_P,Le voleurqui a volé dans les boîtes de toute évidence,was,were
ParkerAn_16_OBLIQUE_P,OBLIQUE_P,Le voleurqui a volé dans les boîtes de toute évidence,était,étaient
ParkerAn_16_CORE_P,CORE_P,The thief  stole  the boxes obviously,was,were
ParkerAn_16_CORE_P,CORE_P,The thief  stole  the boxes obviously,était,étaient
ParkerAn_16_CORE_P,CORE_P,The thief qui a volé les boîtes de toute évidence,was,were
ParkerAn_16_CORE_P,CORE_P,The thief qui a volé les boîtes de toute évidence,était,étaient
ParkerAn_16_CORE_P,CORE_P,Le voleur stole  the boxes obviously,was,were
ParkerAn_16_CORE_P,CORE_P,Le voleur stole  the boxes obviously,était,étaient
ParkerAn_16_CORE_P,CORE_P,Le voleurqui a volé les boîtes de toute évidence,was,were
ParkerAn_16_CORE_P,CORE_P,Le voleurqui a volé les boîtes de toute évidence,était,étaient
ParkerAn_17_OBLIQUE_S,OBLIQUE_S,The author  read about the book apparently,was,were
ParkerAn_17_OBLIQUE_S,OBLIQUE_S,The author  read about the book apparently,était,étaient
ParkerAn_17_OBLIQUE_S,OBLIQUE_S,The author qui a apparemment lu le livre,was,were
ParkerAn_17_OBLIQUE_S,OBLIQUE_S,The author qui a apparemment lu le livre,était,étaient
ParkerAn_17_OBLIQUE_S,OBLIQUE_S,L'auteur read about the book apparently,was,were
ParkerAn_17_OBLIQUE_S,OBLIQUE_S,L'auteur read about the book apparently,était,étaient
ParkerAn_17_OBLIQUE_S,OBLIQUE_S,L'auteurqui a apparemment lu le livre,was,were
ParkerAn_17_OBLIQUE_S,OBLIQUE_S,L'auteurqui a apparemment lu le livre,était,étaient
ParkerAn_17_CORE_S,CORE_S,The author  read  the book apparently,was,were
ParkerAn_17_CORE_S,CORE_S,The author  read  the book apparently,était,étaient
ParkerAn_17_CORE_S,CORE_S,The author qui a lu le livre apparemment,was,were
ParkerAn_17_CORE_S,CORE_S,The author qui a lu le livre apparemment,était,étaient
ParkerAn_17_CORE_S,CORE_S,L'auteur read  the book apparently,was,were
ParkerAn_17_CORE_S,CORE_S,L'auteur read  the book apparently,était,étaient
ParkerAn_17_CORE_S,CORE_S,L'auteurqui a lu le livre apparemment,was,were
ParkerAn_17_CORE_S,CORE_S,L'auteurqui a lu le livre apparemment,était,étaient
ParkerAn_17_OBLIQUE_P,OBLIQUE_P,The author  read about the books apparently,was,were
ParkerAn_17_OBLIQUE_P,OBLIQUE_P,The author  read about the books apparently,était,étaient
ParkerAn_17_OBLIQUE_P,OBLIQUE_P,The author qui a lu les livres apparemment,was,were
ParkerAn_17_OBLIQUE_P,OBLIQUE_P,The author qui a lu les livres apparemment,était,étaient
ParkerAn_17_OBLIQUE_P,OBLIQUE_P,L'auteur read about the books apparently,was,were
ParkerAn_17_OBLIQUE_P,OBLIQUE_P,L'auteur read about the books apparently,était,étaient
ParkerAn_17_OBLIQUE_P,OBLIQUE_P,L'auteurqui a lu les livres apparemment,was,were
ParkerAn_17_OBLIQUE_P,OBLIQUE_P,L'auteurqui a lu les livres apparemment,était,étaient
ParkerAn_17_CORE_P,CORE_P,The author  read  the books apparently,was,were
ParkerAn_17_CORE_P,CORE_P,The author  read  the books apparently,était,étaient
ParkerAn_17_CORE_P,CORE_P,The author qui a lu les livres apparemment,was,were
ParkerAn_17_CORE_P,CORE_P,The author qui a lu les livres apparemment,était,étaient
ParkerAn_17_CORE_P,CORE_P,L'auteur read  the books apparently,was,were
ParkerAn_17_CORE_P,CORE_P,L'auteur read  the books apparently,était,étaient
ParkerAn_17_CORE_P,CORE_P,L'auteurqui a lu les livres apparemment,was,were
ParkerAn_17_CORE_P,CORE_P,L'auteurqui a lu les livres apparemment,était,étaient
ParkerAn_18_OBLIQUE_S,OBLIQUE_S,The soldier  fought against the terrorist likely,was,were
ParkerAn_18_OBLIQUE_S,OBLIQUE_S,The soldier  fought against the terrorist likely,était,étaient
ParkerAn_18_OBLIQUE_S,OBLIQUE_S,The soldier qui a probablement combattu le terroriste,was,were
ParkerAn_18_OBLIQUE_S,OBLIQUE_S,The soldier qui a probablement combattu le terroriste,était,étaient
ParkerAn_18_OBLIQUE_S,OBLIQUE_S,Le soldat fought against the terrorist likely,was,were
ParkerAn_18_OBLIQUE_S,OBLIQUE_S,Le soldat fought against the terrorist likely,était,étaient
ParkerAn_18_OBLIQUE_S,OBLIQUE_S,Le soldatqui a probablement combattu le terroriste,was,were
ParkerAn_18_OBLIQUE_S,OBLIQUE_S,Le soldatqui a probablement combattu le terroriste,était,étaient
ParkerAn_18_CORE_S,CORE_S,The soldier  fought  the terrorist likely,was,were
ParkerAn_18_CORE_S,CORE_S,The soldier  fought  the terrorist likely,était,étaient
ParkerAn_18_CORE_S,CORE_S,The soldier qui a probablement combattu le terroriste,was,were
